December 2010 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,40.7,5,-6.5,47.2
AL-003,Baldwin County,Alabama,46.4,4,-5.9,52.3
AL-005,Barbour County,Alabama,41.6,5,-7.2,48.8
AL-007,Bibb County,Alabama,40,8,-5.6,45.6
AL-009,Blount County,Alabama,37.5,10,-5.6,43.1
AL-011,Bullock County,Alabama,40.8,6,-7.1,47.9
AL-013,Butler County,Alabama,42.2,5,-6.4,48.6
AL-015,Calhoun County,Alabama,38.1,11,-5.5,43.6
AL-017,Chambers County,Alabama,38.9,9,-5.7,44.6
AL-019,Cherokee County,Alabama,36.8,9,-5.9,42.7
AL-021,Chilton County,Alabama,39.6,7,-6.2,45.8
AL-023,Choctaw County,Alabama,43.1,8,-5.3,48.4
AL-025,Clarke County,Alabama,43.6,7,-5.4,49
AL-027,Clay County,Alabama,38.5,10,-5.4,43.9
AL-029,Cleburne County,Alabama,37.1,9,-5.6,42.7
AL-031,Coffee County,Alabama,41.7,2,-8.1,49.8
AL-033,Colbert County,Alabama,36.6,11,-5.3,41.9
AL-035,Conecuh County,Alabama,42.8,4,-7.1,49.9
AL-037,Coosa County,Alabama,39.4,8,-6.1,45.5
AL-039,Covington County,Alabama,42.8,4,-7.2,50
AL-041,Crenshaw County,Alabama,41.6,4,-6.8,48.4
AL-043,Cullman County,Alabama,36.6,7,-6.1,42.7
AL-045,Dale County,Alabama,42,1,-8.2,50.2
AL-047,Dallas County,Alabama,41.6,7,-6.3,47.9
AL-049,DeKalb County,Alabama,35,7,-6.6,41.6
AL-051,Elmore County,Alabama,40.4,7,-6.7,47.1
AL-053,Escambia County,Alabama,44.2,4,-6.6,50.8
AL-055,Etowah County,Alabama,37.5,11,-5.8,43.3
AL-057,Fayette County,Alabama,39,14,-5.4,44.4
AL-059,Franklin County,Alabama,36.5,10,-5.6,42.1
AL-061,Geneva County,Alabama,42.5,1,-8.2,50.7
AL-063,Greene County,Alabama,41.7,11,-4.9,46.6
AL-065,Hale County,Alabama,41.5,11,-5.2,46.7
AL-067,Henry County,Alabama,42.1,1,-7.9,50
AL-069,Houston County,Alabama,42.6,1,-8.5,51.1
AL-071,Jackson County,Alabama,34.8,7,-6.7,41.5
AL-073,Jefferson County,Alabama,39.2,10,-5.3,44.5
AL-075,Lamar County,Alabama,39.1,13,-5.3,44.4
AL-077,Lauderdale County,Alabama,36,12,-5.4,41.4
AL-079,Lawrence County,Alabama,36.2,9,-6.1,42.3
AL-081,Lee County,Alabama,40.5,7,-6,46.5
AL-083,Limestone County,Alabama,35.8,9,-6,41.8
AL-085,Lowndes County,Alabama,41.9,5,-6.3,48.2
AL-087,Macon County,Alabama,40.8,7,-6.8,47.6
AL-089,Madison County,Alabama,36.1,8,-6,42.1
AL-091,Marengo County,Alabama,42.6,9,-5.2,47.8
AL-093,Marion County,Alabama,37.4,11,-5.6,43
AL-095,Marshall County,Alabama,36.2,7,-6.5,42.7
AL-097,Mobile County,Alabama,46.3,7,-5.5,51.8
AL-099,Monroe County,Alabama,43.1,5,-6.4,49.5
AL-101,Montgomery County,Alabama,41,4,-7,48
AL-103,Morgan County,Alabama,36.3,7,-6.1,42.4
AL-105,Perry County,Alabama,40.9,7,-5.9,46.8
AL-107,Pickens County,Alabama,40.3,11,-5.3,45.6
AL-109,Pike County,Alabama,41.1,2,-7.6,48.7
AL-111,Randolph County,Alabama,38,9,-5.4,43.4
AL-113,Russell County,Alabama,41.4,7,-6.5,47.9
AL-115,St. Clair County,Alabama,38.6,11,-5.3,43.9
AL-117,Shelby County,Alabama,39.3,9,-5.7,45
AL-119,Sumter County,Alabama,42.5,11,-4.7,47.2
AL-121,Talladega County,Alabama,39,8,-5.8,44.8
AL-123,Tallapoosa County,Alabama,39.4,8,-6,45.4
AL-125,Tuscaloosa County,Alabama,40.1,9,-5.6,45.7
AL-127,Walker County,Alabama,38.3,9,-5.8,44.1
AL-129,Washington County,Alabama,44.5,8,-5.3,49.8
AL-131,Wilcox County,Alabama,42.6,7,-6,48.6
AL-133,Winston County,Alabama,36.5,7,-6.2,42.7
AZ-001,Apache County,Arizona,37.4,129,6.5,30.9
AZ-003,Cochise County,Arizona,48.6,127,4.6,44
AZ-005,Coconino County,Arizona,38.6,122,5.7,32.9
AZ-007,Gila County,Arizona,47.2,127,5.5,41.7
AZ-009,Graham County,Arizona,47.9,127,4.7,43.2
AZ-011,Greenlee County,Arizona,43.8,126,4.8,39
