February 2002 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,46.6,34,-2.6,49.2
AL-003,Baldwin County,Alabama,50.9,33,-2.7,53.6
AL-005,Barbour County,Alabama,48.8,41,-1.8,50.6
AL-007,Bibb County,Alabama,45.2,41,-2.1,47.3
AL-009,Blount County,Alabama,43.8,52,-0.7,44.5
AL-011,Bullock County,Alabama,48,42,-1.7,49.7
AL-013,Butler County,Alabama,47.2,31,-3.3,50.5
AL-015,Calhoun County,Alabama,43.7,46,-1.6,45.3
AL-017,Chambers County,Alabama,46.1,57,-0.4,46.5
AL-019,Cherokee County,Alabama,43.8,59,-0.6,44.4
AL-021,Chilton County,Alabama,45.5,39,-2.1,47.6
AL-023,Choctaw County,Alabama,47.3,34,-2.8,50.1
AL-025,Clarke County,Alabama,48.2,35,-2.6,50.8
AL-027,Clay County,Alabama,43.8,40,-1.9,45.7
AL-029,Cleburne County,Alabama,43.6,54,-0.8,44.4
AL-031,Coffee County,Alabama,49.4,40,-2.2,51.6
AL-033,Colbert County,Alabama,41.7,50,-1.2,42.9
AL-035,Conecuh County,Alabama,47.7,23,-4,51.7
AL-037,Coosa County,Alabama,45.1,38,-2.3,47.4
AL-039,Covington County,Alabama,48.3,27,-3.6,51.9
AL-041,Crenshaw County,Alabama,47.8,34,-2.6,50.4
AL-043,Cullman County,Alabama,43.2,54,-0.8,44
AL-045,Dale County,Alabama,50,41,-1.9,51.9
AL-047,Dallas County,Alabama,47.2,37,-2.5,49.7
AL-049,DeKalb County,Alabama,42.4,60,-0.5,42.9
AL-051,Elmore County,Alabama,46.6,35,-2.4,49
AL-053,Escambia County,Alabama,48.8,20,-3.8,52.6
AL-055,Etowah County,Alabama,43.6,49,-1.2,44.8
AL-057,Fayette County,Alabama,43.9,39,-1.9,45.8
AL-059,Franklin County,Alabama,41.9,50,-1.3,43.2
AL-061,Geneva County,Alabama,50.3,41,-2.2,52.5
AL-063,Greene County,Alabama,46.1,39,-2.1,48.2
AL-065,Hale County,Alabama,46,38,-2.2,48.2
AL-067,Henry County,Alabama,50,44,-1.7,51.7
AL-069,Houston County,Alabama,50.7,40,-2.2,52.9
AL-071,Jackson County,Alabama,42.3,59,-0.5,42.8
AL-073,Jefferson County,Alabama,44.3,40,-1.7,46
AL-075,Lamar County,Alabama,44.1,42,-1.8,45.9
AL-077,Lauderdale County,Alabama,41,48,-1.4,42.4
AL-079,Lawrence County,Alabama,41.8,46,-1.5,43.3
AL-081,Lee County,Alabama,47.3,51,-0.9,48.2
AL-083,Limestone County,Alabama,41.8,52,-1.1,42.9
AL-085,Lowndes County,Alabama,47.3,33,-2.9,50.2
AL-087,Macon County,Alabama,47.6,40,-1.8,49.4
AL-089,Madison County,Alabama,42.2,53,-0.9,43.1
AL-091,Marengo County,Alabama,47.1,37,-2.4,49.5
AL-093,Marion County,Alabama,42.7,46,-1.6,44.3
AL-095,Marshall County,Alabama,43.4,59,-0.6,44
AL-097,Mobile County,Alabama,50.4,29,-2.8,53.2
AL-099,Monroe County,Alabama,47.9,28,-3.3,51.2
AL-101,Montgomery County,Alabama,47.6,37,-2.4,50
AL-103,Morgan County,Alabama,42.6,51,-1,43.6
AL-105,Perry County,Alabama,46.3,40,-2.2,48.5
AL-107,Pickens County,Alabama,45.1,43,-2,47.1
AL-109,Pike County,Alabama,48.6,42,-2,50.6
AL-111,Randolph County,Alabama,44.7,57,-0.5,45.2
AL-113,Russell County,Alabama,48.4,45,-1.2,49.6
AL-115,St. Clair County,Alabama,43.9,43,-1.6,45.5
AL-117,Shelby County,Alabama,44.7,41,-2,46.7
AL-119,Sumter County,Alabama,46.2,35,-2.7,48.9
AL-121,Talladega County,Alabama,44.3,37,-2.3,46.6
AL-123,Tallapoosa County,Alabama,45.6,44,-1.7,47.3
AL-125,Tuscaloosa County,Alabama,44.9,37,-2.2,47.1
AL-127,Walker County,Alabama,43.9,42,-1.6,45.5
AL-129,Washington County,Alabama,49.3,40,-2.3,51.6
AL-131,Wilcox County,Alabama,47.5,34,-2.8,50.3
AL-133,Winston County,Alabama,42.4,47,-1.4,43.8
AZ-001,Apache County,Arizona,33.9,53,-0.6,34.5
AZ-003,Cochise County,Arizona,48,79,1.1,46.9
AZ-005,Coconino County,Arizona,37.8,77,1.3,36.5
AZ-007,Gila County,Arizona,46.4,92,2.1,44.3
AZ-009,Graham County,Arizona,47.4,85,1.3,46.1
AZ-011,Greenlee County,Arizona,43,77,1,42
AZ-012,La Paz County,Arizona,57.4,87,1.8,55.6
AZ-013,Maricopa County,Arizona,56.9,95,2.2,54.7
AZ-015,Mohave County,Arizona,48.6,95,2.4,46.2
AZ-017,Navajo County,Arizona,35.5,58,-0.3,35.8
AZ-019,Pima County,Arizona,54.9,94,2.2,52.7
AZ-021,Pinal County,Arizona,55.2,92,2,53.2
AZ-023,Santa Cruz County,Arizona,48.8,91,1.9,46.9
AZ-025,Yavapai County,Arizona,47.3,105,3.2,44.1
AZ-027,Yuma County,Arizona,58.5,87,1.6,56.9
AR-001,Arkansas County,Arkansas,43.8,53,-1.1,44.9
AR-003,Ashley County,Arkansas,45.6,47,-1.7,47.3
AR-005,Baxter County,Arkansas,39.5,72,0.7,38.8
AR-007,Benton County,Arkansas,39,61,-0.1,39.1
AR-009,Boone County,Arkansas,38.7,68,0.1,38.6
AR-011,Bradley County,Arkansas,44.6,45,-2,46.6
AR-013,Calhoun County,Arkansas,44.1,37,-2.6,46.7
AR-015,Carroll County,Arkansas,39.2,68,0.4,38.8
AR-017,Chicot County,Arkansas,45.9,49,-1.6,47.5
AR-019,Clark County,Arkansas,43.2,40,-2.4,45.6
AR-021,Clay County,Arkansas,41.6,84,1.9,39.7
AR-023,Cleburne County,Arkansas,41.7,69,0.5,41.2
AR-025,Cleveland County,Arkansas,44.1,46,-1.8,45.9
AR-027,Columbia County,Arkansas,44.5,33,-3.1,47.6
AR-029,Conway County,Arkansas,42,53,-0.6,42.6
AR-031,Craighead County,Arkansas,42,77,1.2,40.8
AR-033,Crawford County,Arkansas,40.9,58,-0.8,41.7
AR-035,Crittenden County,Arkansas,43.6,69,0.5,43.1
AR-037,Cross County,Arkansas,42.8,64,0.2,42.6
AR-039,Dallas County,Arkansas,43.6,41,-2.3,45.9
