September 2002 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,78.2,114,2.8,75.4
AL-003,Baldwin County,Alabama,79.7,110,2.4,77.3
AL-005,Barbour County,Alabama,77.9,105,2,75.9
AL-007,Bibb County,Alabama,77.9,117,3.2,74.7
AL-009,Blount County,Alabama,75.9,114,3.3,72.6
AL-011,Bullock County,Alabama,77.7,104,2.2,75.5
AL-013,Butler County,Alabama,77.8,104,2.1,75.7
AL-015,Calhoun County,Alabama,75.5,107,2.7,72.8
AL-017,Chambers County,Alabama,75.7,111,2.6,73.1
AL-019,Cherokee County,Alabama,75.6,110,2.8,72.8
AL-021,Chilton County,Alabama,77.2,112,2.8,74.4
AL-023,Choctaw County,Alabama,78.3,112,2.7,75.6
AL-025,Clarke County,Alabama,78.7,111,2.9,75.8
AL-027,Clay County,Alabama,74.5,107,2.4,72.1
AL-029,Cleburne County,Alabama,74.1,106,2.5,71.6
AL-031,Coffee County,Alabama,78.2,100,1.8,76.4
AL-033,Colbert County,Alabama,75.6,112,3.3,72.3
AL-035,Conecuh County,Alabama,78.1,103,1.7,76.4
AL-037,Coosa County,Alabama,76.3,107,2.5,73.8
AL-039,Covington County,Alabama,78.4,102,1.8,76.6
AL-041,Crenshaw County,Alabama,78,107,2.4,75.6
AL-043,Cullman County,Alabama,76,117,3.6,72.4
AL-045,Dale County,Alabama,78.1,98,1.5,76.6
AL-047,Dallas County,Alabama,78.5,111,2.8,75.7
AL-049,DeKalb County,Alabama,74.1,107,2.7,71.4
AL-051,Elmore County,Alabama,77.8,107,2.5,75.3
AL-053,Escambia County,Alabama,78.8,109,2.1,76.7
AL-055,Etowah County,Alabama,75.6,107,2.7,72.9
AL-057,Fayette County,Alabama,77,106,2.8,74.2
AL-059,Franklin County,Alabama,75.4,112,3.2,72.2
AL-061,Geneva County,Alabama,78.6,100,1.7,76.9
AL-063,Greene County,Alabama,78.2,103,2.4,75.8
AL-065,Hale County,Alabama,78.4,109,2.8,75.6
AL-067,Henry County,Alabama,78,97,1.5,76.5
AL-069,Houston County,Alabama,78.7,99,1.5,77.2
AL-071,Jackson County,Alabama,74.6,110,2.9,71.7
AL-073,Jefferson County,Alabama,77,116,3.2,73.8
AL-075,Lamar County,Alabama,77.1,109,2.8,74.3
AL-077,Lauderdale County,Alabama,75.3,114,3.4,71.9
AL-079,Lawrence County,Alabama,75.3,110,3,72.3
AL-081,Lee County,Alabama,77,111,2.6,74.4
AL-083,Limestone County,Alabama,75.7,113,3.5,72.2
AL-085,Lowndes County,Alabama,78.7,114,2.8,75.9
AL-087,Macon County,Alabama,78,107,2.5,75.6
AL-089,Madison County,Alabama,75.4,113,3.1,72.3
AL-091,Marengo County,Alabama,78.6,111,2.9,75.7
AL-093,Marion County,Alabama,76.2,112,3.2,73
AL-095,Marshall County,Alabama,75.2,110,2.7,72.5
AL-097,Mobile County,Alabama,79.2,111,2.3,77
AL-099,Monroe County,Alabama,78.5,108,2.5,76.1
AL-101,Montgomery County,Alabama,78.4,111,2.6,75.8
AL-103,Morgan County,Alabama,75.8,113,3.4,72.4
AL-105,Perry County,Alabama,78.3,113,3,75.3
AL-107,Pickens County,Alabama,77.7,103,2.5,75.2
AL-109,Pike County,Alabama,77.9,106,2.1,75.8
AL-111,Randolph County,Alabama,74.6,111,2.5,72.1
AL-113,Russell County,Alabama,78,108,2.4,75.6
AL-115,St. Clair County,Alabama,75.8,107,2.8,73
AL-117,Shelby County,Alabama,76.7,110,2.8,73.9
AL-119,Sumter County,Alabama,78.4,108,2.7,75.7
AL-121,Talladega County,Alabama,75.9,106,2.5,73.4
AL-123,Tallapoosa County,Alabama,76.1,109,2.4,73.7
AL-125,Tuscaloosa County,Alabama,78,108,2.7,75.3
AL-127,Walker County,Alabama,77,115,3.2,73.8
AL-129,Washington County,Alabama,78.4,105,2.2,76.2
AL-131,Wilcox County,Alabama,78.5,111,2.6,75.9
AL-133,Winston County,Alabama,75.6,113,3.2,72.4
AZ-001,Apache County,Arizona,62.7,61,0.4,62.3
AZ-003,Cochise County,Arizona,73.6,111,1.9,71.7
AZ-005,Coconino County,Arizona,65.2,72,0.7,64.5
AZ-007,Gila County,Arizona,72.8,103,1.8,71
AZ-009,Graham County,Arizona,73.9,101,1.5,72.4
AZ-011,Greenlee County,Arizona,68.3,83,0.8,67.5
AZ-012,La Paz County,Arizona,85.8,97,2.2,83.6
AZ-013,Maricopa County,Arizona,85,111,2.7,82.3
AZ-015,Mohave County,Arizona,75.7,82,1.4,74.3
AZ-017,Navajo County,Arizona,65.2,76,1,64.2
AZ-019,Pima County,Arizona,81.4,115,2.4,79
AZ-021,Pinal County,Arizona,83,112,2.4,80.6
AZ-023,Santa Cruz County,Arizona,73.1,110,2,71.1
AZ-025,Yavapai County,Arizona,72.2,95,1.6,70.6
AZ-027,Yuma County,Arizona,87,106,2.8,84.2
AR-001,Arkansas County,Arkansas,76.8,101,2.4,74.4
AR-003,Ashley County,Arkansas,77.6,106,2.7,74.9
AR-005,Baxter County,Arkansas,72.2,98,2.3,69.9
AR-007,Benton County,Arkansas,72.1,96,2,70.1
AR-009,Boone County,Arkansas,71.5,94,1.9,69.6
AR-011,Bradley County,Arkansas,76.8,100,2.1,74.7
AR-013,Calhoun County,Arkansas,76.5,94,1.7,74.8
AR-015,Carroll County,Arkansas,71.6,96,1.8,69.8
AR-017,Chicot County,Arkansas,78,107,2.8,75.2
AR-019,Clark County,Arkansas,76.2,95,1.7,74.5
AR-021,Clay County,Arkansas,73.8,99,2.3,71.5
AR-023,Cleburne County,Arkansas,74,110,2.6,71.4
AR-025,Cleveland County,Arkansas,76.4,97,2,74.4
AR-027,Columbia County,Arkansas,77.3,106,2,75.3
AR-029,Conway County,Arkansas,75.5,110,2.7,72.8
AR-031,Craighead County,Arkansas,75,111,2.9,72.1
AR-033,Crawford County,Arkansas,74.2,96,2.1,72.1
AR-035,Crittenden County,Arkansas,76.3,99,2.6,73.7
AR-037,Cross County,Arkansas,75.8,102,2.5,73.3
AR-039,Dallas County,Arkansas,76,95,1.6,74.4
AR-041,Desha County,Arkansas,77,100,2.3,74.7
AR-043,Drew County,Arkansas,77,103,2.4,74.6
AR-045,Faulkner County,Arkansas,75.8,110,2.8,73
AR-047,Franklin County,Arkansas,74.2,97,2.1,72.1
AR-049,Fulton County,Arkansas,72,104,2.6,69.4
AR-051,Garland County,Arkansas,75.5,106,2.4,73.1
AR-053,Grant County,Arkansas,76.4,99,2.2,74.2
AR-055,Greene County,Arkansas,74.4,105,2.7,71.7
AR-057,Hempstead County,Arkansas,77.2,107,2.3,74.9
AR-059,Hot Spring County,Arkansas,76.3,104,2.3,74
AR-061,Howard County,Arkansas,76.3,110,2.6,73.7
AR-063,Independence County,Arkansas,74.5,112,3.1,71.4
AR-065,Izard County,Arkansas,72.8,107,2.6,70.2
AR-067,Jackson County,Arkansas,75.1,111,2.9,72.2
AR-069,Jefferson County,Arkansas,76.5,95,2.2,74.3
AR-071,Johnson County,Arkansas,73.6,102,2.2,71.4
AR-073,Lafayette County,Arkansas,78,108,2.5,75.5
AR-075,Lawrence County,Arkansas,74.2,106,2.7,71.5
AR-077,Lee County,Arkansas,76.6,106,2.8,73.8
AR-079,Lincoln County,Arkansas,76.6,96,2,74.6
AR-081,Little River County,Arkansas,77.5,108,2.7,74.8
AR-083,Logan County,Arkansas,75,95,1.9,73.1
AR-085,Lonoke County,Arkansas,76,97,2.1,73.9
AR-087,Madison County,Arkansas,71,97,1.9,69.1
AR-089,Marion County,Arkansas,72,99,2.1,69.9
AR-091,Miller County,Arkansas,78.3,108,2.6,75.7
AR-093,Mississippi County,Arkansas,75.3,105,2.7,72.6
AR-095,Monroe County,Arkansas,76.6,106,2.6,74
AR-097,Montgomery County,Arkansas,74.4,94,1.8,72.6
AR-099,Nevada County,Arkansas,76.8,100,1.8,75
AR-101,Newton County,Arkansas,71.3,107,2.3,69
AR-103,Ouachita County,Arkansas,76.7,94,1.5,75.2
AR-105,Perry County,Arkansas,75.8,107,2.5,73.3
AR-107,Phillips County,Arkansas,77,110,2.8,74.2
AR-109,Pike County,Arkansas,75.8,107,2.2,73.6
AR-111,Poinsett County,Arkansas,75.5,107,2.8,72.7
AR-113,Polk County,Arkansas,73.8,99,2.1,71.7
AR-115,Pope County,Arkansas,74.2,106,2.5,71.7
AR-117,Prairie County,Arkansas,76.1,101,2.2,73.9
AR-119,Pulaski County,Arkansas,76.2,105,2.4,73.8
AR-121,Randolph County,Arkansas,73.2,100,2.3,70.9
AR-123,St. Francis County,Arkansas,76.2,103,2.5,73.7
AR-125,Saline County,Arkansas,75.9,104,2.4,73.5
AR-127,Scott County,Arkansas,74.4,95,2.1,72.3
AR-129,Searcy County,Arkansas,71.9,106,2.3,69.6
AR-131,Sebastian County,Arkansas,75.1,91,2,73.1
AR-133,Sevier County,Arkansas,76.8,110,2.7,74.1
AR-135,Sharp County,Arkansas,73.2,108,3,70.2
AR-137,Stone County,Arkansas,72.6,106,2.3,70.3
AR-139,Union County,Arkansas,77.1,102,2,75.1
AR-141,Van Buren County,Arkansas,73.2,107,2.5,70.7
AR-143,Washington County,Arkansas,71.6,89,1.6,70
AR-145,White County,Arkansas,75.2,104,2.3,72.9
AR-147,Woodruff County,Arkansas,75.7,105,2.4,73.3
AR-149,Yell County,Arkansas,75.3,95,2,73.3
CA-001,Alameda County,California,69.6,112,2.4,67.2
CA-003,Alpine County,California,55.9,88,1.7,54.2
CA-005,Amador County,California,70.2,96,1.9,68.3
CA-007,Butte County,California,72,100,2.2,69.8
CA-009,Calaveras County,California,70.6,94,1.6,69
CA-011,Colusa County,California,73,91,1.7,71.3
CA-013,Contra Costa County,California,71,113,2.5,68.5
CA-015,Del Norte County,California,63.2,103,1.8,61.4
CA-017,El Dorado County,California,66.2,87,1.7,64.5
CA-019,Fresno County,California,67.8,104,2.4,65.4
CA-021,Glenn County,California,72.4,93,1.7,70.7
CA-023,Humboldt County,California,65.3,110,2.4,62.9
CA-025,Imperial County,California,87.6,98,2.5,85.1
CA-027,Inyo County,California,74.4,98,2.5,71.9
CA-029,Kern County,California,74.9,109,2.9,72
CA-031,Kings County,California,76.2,109,2.6,73.6
CA-033,Lake County,California,68.9,86,1.4,67.5
CA-035,Lassen County,California,60.1,98,2.4,57.7
CA-037,Los Angeles County,California,72.8,107,2.9,69.9
CA-039,Madera County,California,68.2,95,2,66.2
CA-041,Marin County,California,63,99,1.4,61.6
CA-043,Mariposa County,California,67.6,94,2,65.6
CA-045,Mendocino County,California,65.8,89,1,64.8
CA-047,Merced County,California,74.2,111,2.7,71.5
CA-049,Modoc County,California,59.1,92,2.2,56.9
CA-051,Mono County,California,56,90,1.7,54.3
CA-053,Monterey County,California,68.6,110,2.6,66
CA-055,Napa County,California,70.2,99,1.8,68.4
CA-057,Nevada County,California,64.5,92,1.9,62.6
CA-059,Orange County,California,72.6,102,2.2,70.4
CA-061,Placer County,California,65.8,90,1.7,64.1
CA-063,Plumas County,California,60.3,100,2.3,58
CA-065,Riverside County,California,81.4,102,2.6,78.8
CA-067,Sacramento County,California,73.8,105,2.3,71.5
CA-069,San Benito County,California,70.7,114,3,67.7
CA-071,San Bernardino County,California,80.2,102,2.7,77.5
CA-073,San Diego County,California,73.9,105,2.6,71.3
CA-075,San Francisco County,California,62.9,90,1,61.9
CA-077,San Joaquin County,California,73.5,109,2.5,71
CA-079,San Luis Obispo County,California,69.8,111,2.5,67.3
CA-081,San Mateo County,California,64.4,106,2.1,62.3
CA-083,Santa Barbara County,California,67.2,102,2.1,65.1
