August 2010 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,83.7,127,3.7,80
AL-003,Baldwin County,Alabama,83.6,122,2.7,80.9
AL-005,Barbour County,Alabama,82.4,122,2.5,79.9
AL-007,Bibb County,Alabama,83.1,126,3.6,79.5
AL-009,Blount County,Alabama,82.8,128,4.9,77.9
AL-011,Bullock County,Alabama,82.8,127,3.2,79.6
AL-013,Butler County,Alabama,83,125,3.3,79.8
AL-015,Calhoun County,Alabama,82.6,128,4.6,78
AL-017,Chambers County,Alabama,82.2,128,4.4,77.8
AL-019,Cherokee County,Alabama,82.4,128,4.3,78.1
AL-021,Chilton County,Alabama,82.8,127,3.7,79.1
AL-023,Choctaw County,Alabama,83.6,125,3.2,80.4
AL-025,Clarke County,Alabama,83.4,124,3.2,80.2
AL-027,Clay County,Alabama,81.4,128,4.5,76.9
AL-029,Cleburne County,Alabama,81.2,128,4.5,76.7
AL-031,Coffee County,Alabama,82.9,125,2.9,80
AL-033,Colbert County,Alabama,81.6,126,3.4,78.2
AL-035,Conecuh County,Alabama,82.8,122,2.4,80.4
AL-037,Coosa County,Alabama,82.7,128,4.2,78.5
AL-039,Covington County,Alabama,83,125,2.7,80.3
AL-041,Crenshaw County,Alabama,82.8,126,3.3,79.5
AL-043,Cullman County,Alabama,82.3,128,4.5,77.8
AL-045,Dale County,Alabama,82.9,125,2.7,80.2
AL-047,Dallas County,Alabama,84,126,3.8,80.2
AL-049,DeKalb County,Alabama,80.7,128,4.2,76.5
AL-051,Elmore County,Alabama,83.8,128,4,79.8
AL-053,Escambia County,Alabama,83.1,122,2.5,80.6
AL-055,Etowah County,Alabama,82.9,128,4.8,78.1
AL-057,Fayette County,Alabama,83.3,127,3.7,79.6
AL-059,Franklin County,Alabama,81.9,127,4,77.9
AL-061,Geneva County,Alabama,83.6,126,3.2,80.4
AL-063,Greene County,Alabama,84.1,125,3.3,80.8
AL-065,Hale County,Alabama,83.5,124,3.2,80.3
AL-067,Henry County,Alabama,82.7,122,2.3,80.4
AL-069,Houston County,Alabama,83.4,125,2.6,80.8
AL-071,Jackson County,Alabama,81.2,128,4.3,76.9
AL-073,Jefferson County,Alabama,83.5,127,4.4,79.1
AL-075,Lamar County,Alabama,83.9,127,4.2,79.7
AL-077,Lauderdale County,Alabama,81.1,126,3.4,77.7
AL-079,Lawrence County,Alabama,81.9,127,3.9,78
AL-081,Lee County,Alabama,82.8,128,4,78.8
AL-083,Limestone County,Alabama,82.2,127,4.4,77.8
AL-085,Lowndes County,Alabama,84,126,3.7,80.3
AL-087,Macon County,Alabama,83.7,127,3.8,79.9
AL-089,Madison County,Alabama,82.4,128,4.7,77.7
AL-091,Marengo County,Alabama,83.6,124,3.3,80.3
AL-093,Marion County,Alabama,82.7,127,4.1,78.6
