December 2021 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,57.6,129,10.4,47.2
AL-003,Baldwin County,Alabama,62.8,129,10.5,52.3
AL-005,Barbour County,Alabama,56.9,125,8.1,48.8
AL-007,Bibb County,Alabama,55.9,129,10.3,45.6
AL-009,Blount County,Alabama,54.2,128,11.1,43.1
AL-011,Bullock County,Alabama,57,128,9.1,47.9
AL-013,Butler County,Alabama,59,129,10.4,48.6
AL-015,Calhoun County,Alabama,54.2,128,10.6,43.6
AL-017,Chambers County,Alabama,54.1,128,9.5,44.6
AL-019,Cherokee County,Alabama,53.6,128,10.9,42.7
AL-021,Chilton County,Alabama,55.9,128,10.1,45.8
AL-023,Choctaw County,Alabama,59.8,129,11.4,48.4
AL-025,Clarke County,Alabama,60,129,11,49
AL-027,Clay County,Alabama,53.7,128,9.8,43.9
AL-029,Cleburne County,Alabama,53.4,128,10.7,42.7
AL-031,Coffee County,Alabama,59.2,128,9.4,49.8
AL-033,Colbert County,Alabama,53.7,129,11.8,41.9
AL-035,Conecuh County,Alabama,60.9,129,11,49.9
AL-037,Coosa County,Alabama,54.8,128,9.3,45.5
AL-039,Covington County,Alabama,60,129,10,50
AL-041,Crenshaw County,Alabama,58.3,128,9.9,48.4
AL-043,Cullman County,Alabama,54.1,129,11.4,42.7
AL-045,Dale County,Alabama,59,128,8.8,50.2
AL-047,Dallas County,Alabama,58.3,129,10.4,47.9
AL-049,DeKalb County,Alabama,52.1,128,10.5,41.6
AL-051,Elmore County,Alabama,57,128,9.9,47.1
AL-053,Escambia County,Alabama,61.6,129,10.8,50.8
AL-055,Etowah County,Alabama,53.8,128,10.5,43.3
AL-057,Fayette County,Alabama,55.4,129,11,44.4
AL-059,Franklin County,Alabama,53.9,129,11.8,42.1
AL-061,Geneva County,Alabama,59.7,128,9,50.7
AL-063,Greene County,Alabama,57.1,129,10.5,46.6
AL-065,Hale County,Alabama,56.9,129,10.2,46.7
AL-067,Henry County,Alabama,58.5,125,8.5,50
