August 2013 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,78.6,19,-1.4,80
AL-003,Baldwin County,Alabama,80.1,25,-0.8,80.9
AL-005,Barbour County,Alabama,78.8,25,-1.1,79.9
AL-007,Bibb County,Alabama,78.1,24,-1.4,79.5
AL-009,Blount County,Alabama,75.9,11,-2,77.9
AL-011,Bullock County,Alabama,78.2,17,-1.4,79.6
AL-013,Butler County,Alabama,78.4,17,-1.4,79.8
AL-015,Calhoun County,Alabama,76.7,24,-1.3,78
AL-017,Chambers County,Alabama,75.7,6,-2.1,77.8
AL-019,Cherokee County,Alabama,76.3,16,-1.8,78.1
AL-021,Chilton County,Alabama,77.5,18,-1.6,79.1
AL-023,Choctaw County,Alabama,79.4,28,-1,80.4
AL-025,Clarke County,Alabama,79.3,28,-0.9,80.2
AL-027,Clay County,Alabama,75.2,16,-1.7,76.9
AL-029,Cleburne County,Alabama,75,14,-1.7,76.7
AL-031,Coffee County,Alabama,79,30,-1,80
AL-033,Colbert County,Alabama,76.8,30,-1.4,78.2
AL-035,Conecuh County,Alabama,78.8,11,-1.6,80.4
AL-037,Coosa County,Alabama,76.5,11,-2,78.5
AL-039,Covington County,Alabama,79,16,-1.3,80.3
AL-041,Crenshaw County,Alabama,78.4,26,-1.1,79.5
AL-043,Cullman County,Alabama,75.7,11,-2.1,77.8
AL-045,Dale County,Alabama,79,19,-1.2,80.2
AL-047,Dallas County,Alabama,79,22,-1.2,80.2
AL-049,DeKalb County,Alabama,74.4,11,-2.1,76.5
AL-051,Elmore County,Alabama,77.8,7,-2,79.8
AL-053,Escambia County,Alabama,79.6,25,-1,80.6
AL-055,Etowah County,Alabama,76.8,23,-1.3,78.1
AL-057,Fayette County,Alabama,78.5,34,-1.1,79.6
AL-059,Franklin County,Alabama,76.8,37,-1.1,77.9
AL-061,Geneva County,Alabama,79.6,32,-0.8,80.4
AL-063,Greene County,Alabama,79.1,20,-1.7,80.8
AL-065,Hale County,Alabama,78.6,19,-1.7,80.3
AL-067,Henry County,Alabama,78.9,14,-1.5,80.4
AL-069,Houston County,Alabama,79.6,17,-1.2,80.8
AL-071,Jackson County,Alabama,74.8,11,-2.1,76.9
AL-073,Jefferson County,Alabama,77.4,17,-1.7,79.1
AL-075,Lamar County,Alabama,78.7,36,-1,79.7
AL-077,Lauderdale County,Alabama,76,22,-1.7,77.7
AL-079,Lawrence County,Alabama,76,11,-2,78
AL-081,Lee County,Alabama,76.9,7,-1.9,78.8
AL-083,Limestone County,Alabama,75.9,18,-1.9,77.8
AL-085,Lowndes County,Alabama,79.3,27,-1,80.3
AL-087,Macon County,Alabama,77.8,6,-2.1,79.9
AL-089,Madison County,Alabama,75.9,16,-1.8,77.7
AL-091,Marengo County,Alabama,78.5,11,-1.8,80.3
AL-093,Marion County,Alabama,77.3,35,-1.3,78.6
AL-095,Marshall County,Alabama,76.2,19,-1.5,77.7
AL-097,Mobile County,Alabama,80.1,31,-0.7,80.8
AL-099,Monroe County,Alabama,79.1,24,-1.1,80.2
