Country,ISO2,ISO3,Indicator,Variable,Unit,Model,Scenarios,Source,CTS Code,CTS Name,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,5008.8914,4564.1646,3688.4571,3455.3058,3132.3263,2640.1156,1988.2656
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,5003.3108,5369.6615,5123.6662,5199.2446,4666.6021,4761.5906,4956.7395
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,5003.8589,5370.7399,5124.7804,4095.3709,3590.3305,2990.7327,2370.9809
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,5113.7621,5467.1793,5201.056,4622.6503,3988.944,3383.1065,2841.9586
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,4898.3943,4435.5446,2710.1359,2027.8499,1477.0352,1137.391,749.8325
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,4993.3319,4546.4296,3990.1438,3851.2972,3561.1671,3257.4335,3131.0112
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,5005.6834,4560.5472,2679.1461,1824.3404,1341.313,875.7405,539.5169
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Below 2°C,,,,,4939.237,4138.7084,3189.4466,2132.8668,1232.5464,586.1259,295.2028
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Current Policies,,,,,4939.237,4187.6843,3766.6184,3215.0667,2629.7051,2228.1297,2038.7631
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Delayed transition,,,,,4939.237,4187.6843,3766.6184,2976.6383,1107.4658,63.4175,-136.5405
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Fragmented World,,,,,4939.237,4187.6843,3766.6184,3059.112,1744.5555,1010.5364,688.5746
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Low Demand,,,,,4939.237,3878.6365,2130.6164,1027.9455,198.9176,-127.1723,-338.4317
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,4939.237,4063.5427,2837.1762,1740.2216,866.3059,416.0092,204.8123
United States,US,USA,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Net Zero 2050,,,,,4939.237,3977.5244,2299.6997,893.6206,29.4967,-228.2855,-343.5179
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Below 2°C,,,,,0.2694,6.4883,42.0712,106.8101,167.5552,219.7016,284.8712
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Current Policies,,,,,0.2699,5.7257,27.788,65.5189,100.3224,121.3514,134.3998
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Delayed transition,,,,,0.2701,5.7309,27.8128,80.7038,148.3703,227.2064,314.2502
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Fragmented World,,,,,0.2703,5.734,27.8283,74.9409,131.9725,176.6417,220.1177
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Low Demand,,,,,0.27,5.7792,37.394,102.5378,172.0391,261.976,313.5536
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,0.2701,5.5669,35.1069,79.2176,120.8857,147.0973,164.3274
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Net Zero 2050,,,,,0.2702,7.3789,50.0434,138.6229,229.6942,333.8832,350.258
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,0.0,0.0,8.8872,24.5588,57.6635,121.0864,211.1686
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,0.0,0.0,0.0,36.6152,88.3295,153.3638,253.4087
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,0.0,0.0,0.0,8.7667,31.8815,87.213,155.5007
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,0.0,0.0,79.6439,138.2393,199.8341,318.3687,429.3317
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,0.0,0.0,0.0,8.8513,22.4014,54.0625,88.004
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,0.0,0.0,122.7464,156.6616,129.0372,226.0468,182.768
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Below 2°C,,,,,0.0,0.0012,4.9595,122.8648,189.2924,167.7889,90.9824
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Current Policies,,,,,0.0,0.001,0.0017,0.0017,0.0017,0.0017,0.6567
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Delayed transition,,,,,0.0,0.001,0.0017,0.0016,57.0863,44.4642,5.4063
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Fragmented World,,,,,0.0,0.001,0.0017,0.0017,0.0017,0.0011,0.0007
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Low Demand,,,,,0.0,0.0011,88.612,81.7605,27.5507,7.2438,2.7656
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,0.0,0.0011,10.336,104.0732,153.2842,121.9875,48.7711
United States,US,USA,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Net Zero 2050,,,,,0.0,0.0009,175.0517,207.5447,97.1522,28.3981,5.8932
United States,US,USA,Primary energy,Gas,EJ/yr,GCAM,Below 2°C,,,,,25.6033,24.7933,22.1326,20.254,17.2228,13.8422,11.6628
United States,US,USA,Primary energy,Gas,EJ/yr,GCAM,Current Policies,,,,,25.6345,25.3832,25.3072,26.1875,27.9211,29.7945,31.3879
United States,US,USA,Primary energy,Gas,EJ/yr,GCAM,Delayed transition,,,,,25.6569,25.4043,25.3252,22.0366,16.6899,11.1198,9.15
United States,US,USA,Primary energy,Gas,EJ/yr,GCAM,Fragmented World,,,,,25.6715,25.419,25.3422,23.4198,20.4669,17.1423,13.5243
United States,US,USA,Primary energy,Gas,EJ/yr,GCAM,Low Demand,,,,,25.6567,23.4068,20.8606,17.4749,12.3868,8.9429,8.6172
United States,US,USA,Primary energy,Gas,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,25.6534,25.8305,22.9686,24.5566,25.0184,25.3041,25.5503
United States,US,USA,Primary energy,Gas,EJ/yr,GCAM,Net Zero 2050,,,,,25.6688,24.3104,19.3771,15.4334,10.9366,9.3706,8.5857
United States,US,USA,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,23.4576,22.9818,22.7942,26.2582,26.933,26.019,21.9273
United States,US,USA,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,23.3339,21.2997,22.478,25.3232,27.3939,30.7129,33.2936
United States,US,USA,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,23.3323,21.2964,22.4733,26.5178,27.497,26.9036,23.7986
United States,US,USA,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,25.3758,22.6521,23.4625,25.2241,27.5021,28.3519,26.9274
United States,US,USA,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,21.5715,20.904,15.3108,11.3342,8.3321,9.2342,7.9233
United States,US,USA,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,23.2918,22.8071,22.7741,25.7952,27.06,29.1213,31.922
United States,US,USA,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,23.4463,22.9747,17.2049,12.4269,10.091,7.5693,5.2541
United States,US,USA,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Below 2°C,,,,,31.4659,29.6929,25.1922,17.2771,11.2445,6.0723,4.2294
United States,US,USA,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Current Policies,,,,,31.4659,30.3165,28.7087,25.0947,21.0656,16.5172,13.5511
United States,US,USA,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Delayed transition,,,,,31.4659,30.3165,28.7087,23.0825,8.4722,1.2101,0.9684
United States,US,USA,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Fragmented World,,,,,31.4659,30.3165,28.7087,24.1449,12.1369,4.8962,2.9863
United States,US,USA,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Low Demand,,,,,31.4659,27.8259,15.2674,7.4249,2.3537,1.6391,1.0268
United States,US,USA,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,31.4659,29.3962,21.5569,14.2047,8.0,5.0147,3.8267
United States,US,USA,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Net Zero 2050,,,,,31.4659,28.4904,17.3108,7.3287,2.7542,1.7622,0.9886
United States,US,USA,Final energy,Gases,EJ/yr,GCAM,Below 2°C,,,,,13.339,13.5884,12.6658,11.3787,9.893,8.2585,6.732
United States,US,USA,Final energy,Gases,EJ/yr,GCAM,Current Policies,,,,,13.3519,13.8456,13.8925,14.1238,14.8234,15.2324,14.9836
United States,US,USA,Final energy,Gases,EJ/yr,GCAM,Delayed transition,,,,,13.3516,13.8453,13.8923,12.0328,9.4163,6.7945,4.818
United States,US,USA,Final energy,Gases,EJ/yr,GCAM,Fragmented World,,,,,13.3475,13.8404,13.8879,12.7162,11.0909,9.3584,7.7275
United States,US,USA,Final energy,Gases,EJ/yr,GCAM,Low Demand,,,,,13.3254,12.8464,11.5027,9.6741,7.4416,5.3351,4.4691
United States,US,USA,Final energy,Gases,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,13.3503,13.9759,12.9483,13.3119,13.3374,13.3584,13.082
United States,US,USA,Final energy,Gases,EJ/yr,GCAM,Net Zero 2050,,,,,13.3339,13.3181,11.7588,9.4448,6.809,4.7441,3.8293
United States,US,USA,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,12.7717,9.8387,8.9927,9.8872,9.2957,8.6398,7.5434
United States,US,USA,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,12.7552,10.1812,8.9634,9.9289,10.9586,12.5816,13.2998
United States,US,USA,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,12.7374,10.1496,8.9182,9.926,10.3487,10.9615,10.4306
United States,US,USA,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,12.7172,10.1201,8.884,9.2413,9.1135,9.7065,10.4683
United States,US,USA,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,12.3941,9.3339,6.1596,4.7404,4.0615,3.7665,1.9264
United States,US,USA,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,12.7503,9.8138,9.255,8.84,8.6789,8.2715,7.9066
United States,US,USA,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,12.8096,9.9121,9.4818,9.3039,8.8407,7.3237,5.6482
United States,US,USA,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Below 2°C,,,,,14.0973,13.124,11.9674,10.2781,7.6294,5.6021,4.1695
United States,US,USA,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Current Policies,,,,,14.0973,13.1901,12.8736,11.9765,10.7752,9.6583,8.7074
United States,US,USA,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Delayed transition,,,,,14.0973,13.1901,12.8736,11.508,4.7868,1.8068,1.6533
United States,US,USA,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Fragmented World,,,,,14.0973,13.1901,12.8736,11.5993,6.85,3.9115,2.773
United States,US,USA,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Low Demand,,,,,14.0973,12.4026,7.8434,5.0846,2.753,2.2131,1.7363
United States,US,USA,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,14.0973,13.0148,11.2216,8.7768,6.3875,4.819,3.9193
United States,US,USA,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Net Zero 2050,,,,,14.0973,12.8454,9.5046,6.1335,3.1058,2.3395,1.724
United States,US,USA,Primary energy,Geothermal,EJ/yr,GCAM,Below 2°C,,,,,0.2655,0.4607,0.7167,0.7979,0.7938,0.7914,0.7888
United States,US,USA,Primary energy,Geothermal,EJ/yr,GCAM,Current Policies,,,,,0.2655,0.442,0.6123,0.7042,0.8005,0.8,0.7984
United States,US,USA,Primary energy,Geothermal,EJ/yr,GCAM,Delayed transition,,,,,0.2655,0.442,0.6125,0.8008,0.7972,0.7942,0.7887
United States,US,USA,Primary energy,Geothermal,EJ/yr,GCAM,Fragmented World,,,,,0.2655,0.4421,0.6125,0.802,0.7994,0.798,0.7952
United States,US,USA,Primary energy,Geothermal,EJ/yr,GCAM,Low Demand,,,,,0.2655,0.3709,0.526,0.7753,0.7943,0.7905,0.7878
United States,US,USA,Primary energy,Geothermal,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,0.2655,0.4415,0.6925,0.7712,0.7968,0.7956,0.794
United States,US,USA,Primary energy,Geothermal,EJ/yr,GCAM,Net Zero 2050,,,,,0.2655,0.499,0.7883,0.7949,0.7895,0.7862,0.7845
United States,US,USA,Primary energy,Geothermal,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,0.1015,0.1168,0.2171,0.3178,0.4218,0.6624,0.9906
United States,US,USA,Primary energy,Geothermal,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,0.1014,0.0783,0.0605,0.0467,0.0361,0.0301,0.0301
United States,US,USA,Primary energy,Geothermal,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,0.1015,0.0784,0.0605,0.1671,0.311,0.5058,0.7704
United States,US,USA,Primary energy,Geothermal,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,0.1003,0.0776,0.0601,0.1418,0.2325,0.4039,0.6392
United States,US,USA,Primary energy,Geothermal,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,0.1018,0.1167,0.2488,0.4198,0.651,0.9649,1.1445
United States,US,USA,Primary energy,Geothermal,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,0.1015,0.1167,0.0901,0.1753,0.2702,0.3775,0.4956
United States,US,USA,Primary energy,Geothermal,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,0.1015,0.1167,0.249,0.4302,0.679,1.0205,1.4572
United States,US,USA,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Below 2°C,,,,,0.1716,0.1768,0.1807,0.1974,0.2461,0.3393,0.5301
United States,US,USA,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Current Policies,,,,,0.1716,0.1768,0.18,0.1897,0.2186,0.2627,0.3373
United States,US,USA,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Delayed transition,,,,,0.1716,0.1768,0.18,0.2037,0.2799,0.4265,0.7035
United States,US,USA,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Fragmented World,,,,,0.1716,0.1768,0.18,0.2004,0.2622,0.3814,0.6153
United States,US,USA,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Low Demand,,,,,0.1716,0.1768,0.18,0.1919,0.2295,0.2992,0.4464
United States,US,USA,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,0.1716,0.1768,0.18,0.195,0.2394,0.3233,0.4941
United States,US,USA,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Net Zero 2050,,,,,0.1716,0.1874,0.2196,0.28,0.3846,0.5473,0.8378
United States,US,USA,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,0.3649,0.3948,0.6264,0.8367,0.9628,1.2,1.5182
United States,US,USA,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,0.364,0.3397,0.2844,0.3005,0.1534,0.1534,0.1372
United States,US,USA,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,0.3646,0.3403,0.2843,0.419,0.5945,0.8265,1.1149
United States,US,USA,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,0.365,0.341,0.2852,0.4174,0.5911,0.7872,0.822
United States,US,USA,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,0.3636,0.3934,0.5399,0.6633,0.7243,0.7173,0.7555
United States,US,USA,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,0.3642,0.3935,0.381,0.5144,0.6668,0.7564,0.7488
United States,US,USA,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,0.364,0.3943,0.6964,0.5538,0.2887,0.203,0.2743
United States,US,USA,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Below 2°C,,,,,0.3724,0.533,0.5262,0.4938,0.4778,0.5062,0.5564
United States,US,USA,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Current Policies,,,,,0.3724,0.5493,0.5386,0.5444,0.6066,0.663,0.6766
United States,US,USA,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Delayed transition,,,,,0.3724,0.5493,0.5386,0.4875,0.4955,0.5466,0.6556
United States,US,USA,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Fragmented World,,,,,0.3724,0.5493,0.5386,0.5063,0.4992,0.5186,0.5984
United States,US,USA,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Low Demand,,,,,0.3724,0.516,0.7261,0.7736,0.7723,0.7749,0.7899
United States,US,USA,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,0.3724,0.5366,0.5627,0.5304,0.5361,0.5543,0.5885
United States,US,USA,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Net Zero 2050,,,,,0.3724,0.5123,0.4884,0.5071,0.5811,0.6593,0.7475
United States,US,USA,Primary energy,Hydro,EJ/yr,GCAM,Below 2°C,,,,,0.9434,0.9484,0.9516,0.9547,0.9581,0.9633,0.9694
United States,US,USA,Primary energy,Hydro,EJ/yr,GCAM,Current Policies,,,,,0.9433,0.9473,0.9531,0.9591,0.9663,0.9739,0.9812
United States,US,USA,Primary energy,Hydro,EJ/yr,GCAM,Delayed transition,,,,,0.9433,0.9473,0.9533,0.958,0.962,0.9666,0.9691
United States,US,USA,Primary energy,Hydro,EJ/yr,GCAM,Fragmented World,,,,,0.9434,0.9474,0.9533,0.9597,0.965,0.9716,0.9775
United States,US,USA,Primary energy,Hydro,EJ/yr,GCAM,Low Demand,,,,,0.9433,0.9497,0.9553,0.9568,0.9586,0.9623,0.9681
United States,US,USA,Primary energy,Hydro,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,0.9433,0.9474,0.9503,0.9561,0.9619,0.9686,0.9759
United States,US,USA,Primary energy,Hydro,EJ/yr,GCAM,Net Zero 2050,,,,,0.9434,0.9485,0.9496,0.951,0.953,0.9574,0.9642
United States,US,USA,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,1.099,1.0989,1.4315,1.4839,1.5364,1.5812,1.6261
United States,US,USA,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,1.0988,1.0987,1.0986,1.0985,1.0983,1.0982,1.0981
United States,US,USA,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,1.0988,1.0987,1.0986,1.3084,1.2469,1.2295,1.246
United States,US,USA,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,1.0854,1.0886,1.0913,0.936,0.9633,1.0779,1.1762
United States,US,USA,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,1.0987,1.0985,1.4309,1.3266,1.2862,1.3115,1.2952
United States,US,USA,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,1.0989,1.0988,1.0987,1.4837,1.5361,1.5809,1.6258
United States,US,USA,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,1.0989,1.0988,1.4314,1.365,1.368,1.41,1.4872
United States,US,USA,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Below 2°C,,,,,1.2972,1.3845,1.3977,1.3871,1.3581,1.3159,1.2598
United States,US,USA,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Current Policies,,,,,1.2972,1.379,1.3865,1.3713,1.3426,1.3047,1.2521
United States,US,USA,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Delayed transition,,,,,1.2972,1.379,1.3865,1.3724,1.3445,1.3047,1.2468
United States,US,USA,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Fragmented World,,,,,1.2972,1.379,1.3865,1.3724,1.3452,1.3077,1.2544
United States,US,USA,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Low Demand,,,,,1.2972,1.3856,1.4122,1.4171,1.3969,1.3574,1.3091
United States,US,USA,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,1.2972,1.3925,1.4163,1.4155,1.3897,1.346,1.2942
United States,US,USA,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Net Zero 2050,,,,,1.2972,1.4019,1.4383,1.4472,1.4225,1.3765,1.3221
United States,US,USA,Final energy,Hydrogen,EJ/yr,GCAM,Below 2°C,,,,,0.0,0.0591,0.3504,1.6536,2.568,3.5415,4.795
United States,US,USA,Final energy,Hydrogen,EJ/yr,GCAM,Current Policies,,,,,0.0,0.0573,0.3317,0.8366,1.0777,1.3486,1.719
United States,US,USA,Final energy,Hydrogen,EJ/yr,GCAM,Delayed transition,,,,,0.0,0.0573,0.3317,1.5433,3.3009,5.0648,7.583
United States,US,USA,Final energy,Hydrogen,EJ/yr,GCAM,Fragmented World,,,,,0.0,0.0573,0.3317,1.3028,2.5136,4.0111,5.2305
United States,US,USA,Final energy,Hydrogen,EJ/yr,GCAM,Low Demand,,,,,0.0,0.0537,0.2914,1.6361,2.7985,4.4388,7.3707
United States,US,USA,Final energy,Hydrogen,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,0.0,0.0571,0.3339,1.0143,1.4628,1.8699,2.3464
United States,US,USA,Final energy,Hydrogen,EJ/yr,GCAM,Net Zero 2050,,,,,0.0,0.0601,0.3702,2.0937,3.4805,6.269,8.3151
United States,US,USA,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,0.0,0.0754,0.0744,0.1465,0.1472,0.1434,0.1402
United States,US,USA,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,0.0,0.0761,0.0766,0.1617,0.25,0.3032,0.3048
United States,US,USA,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,0.0,0.0758,0.0762,0.1829,0.2674,0.2647,0.2623
United States,US,USA,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,0.0,0.076,0.0765,0.1387,0.135,0.1329,0.1299
United States,US,USA,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,0.0,0.0761,0.4539,1.0147,1.9821,3.1571,4.0558
United States,US,USA,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,0.0,0.0751,0.1109,0.1096,0.1074,0.1046,0.1015
United States,US,USA,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,0.0,0.0763,0.1769,0.2373,0.2536,0.3888,0.7398
United States,US,USA,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Below 2°C,,,,,0.1113,0.4676,0.8398,1.1628,1.5576,2.2056,2.4032
United States,US,USA,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Current Policies,,,,,0.1113,0.4949,0.8492,1.127,1.3048,1.4318,1.6989
United States,US,USA,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Delayed transition,,,,,0.1113,0.4949,0.8492,1.0168,1.7242,3.0529,3.0344
United States,US,USA,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Fragmented World,,,,,0.1113,0.4949,0.8492,1.1262,1.4741,1.6836,2.3705
United States,US,USA,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Low Demand,,,,,0.1113,0.362,0.5438,0.9277,1.3017,1.2816,1.248
United States,US,USA,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,0.1113,0.4656,0.8741,1.3808,2.1256,2.2768,2.4379
United States,US,USA,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Net Zero 2050,,,,,0.1113,0.4343,0.8889,1.9135,2.7023,2.6777,2.8951
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Below 2°C,,,,,0.0,0.4513,2.5217,16.1784,26.2375,31.7352,34.6096
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Current Policies,,,,,0.0,0.3427,1.4736,7.879,11.5508,13.2354,14.3622
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Delayed transition,,,,,0.0,0.3427,1.4735,12.2575,23.2946,29.9945,33.888
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Fragmented World,,,,,0.0,0.3426,1.4733,11.0695,20.3867,27.4035,32.4258
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Low Demand,,,,,0.0,0.3909,2.2015,13.3201,23.9118,28.2394,32.2636
