Country,ISO2,ISO3,Indicator,Variable,Unit,Model,Scenarios,Source,CTS Code,CTS Name,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,0.0,0.3306,1.6446,10.7582,16.9731,20.4023,22.5114
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Net Zero 2050,,,,,0.0,0.5256,3.0105,19.3844,29.4712,33.3628,37.0425
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,0.0,0.0,0.0,15.9153,15.7181,15.5486,15.3102
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,0.0,0.0,0.0,3.1745,22.2538,21.9728,21.7272
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.46
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,0.0,0.0,51.5233,51.1415,23.986,29.0179,52.5355
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,0.0,0.0,86.9651,78.2936,79.0213,75.7051,75.1831
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,REMIND-MAgPIE,Below 2°C,,,,,0.0,0.0,0.0,3.4053,6.9275,10.6195,13.1822
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,REMIND-MAgPIE,Current Policies,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,REMIND-MAgPIE,Delayed transition,,,,,0.0,0.0,0.0,0.0,3.1484,6.1149,8.4889
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,REMIND-MAgPIE,Fragmented World,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,REMIND-MAgPIE,Low Demand,,,,,0.0,0.0,2.7477,5.3595,7.8428,10.4368,13.5003
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,0.0,0.0,0.0,3.331,6.8471,9.5169,11.4311
United States,US,USA,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,REMIND-MAgPIE,Net Zero 2050,,,,,0.0,0.0,3.0725,6.2932,9.3293,11.8524,14.4459
United States,US,USA,Final energy,Liquids,EJ/yr,GCAM,Below 2°C,,,,,28.4589,27.7038,23.7006,20.5598,17.7193,15.0887,11.3136
United States,US,USA,Final energy,Liquids,EJ/yr,GCAM,Current Policies,,,,,28.4485,27.8242,24.8518,22.6161,21.0904,20.5636,19.9938
United States,US,USA,Final energy,Liquids,EJ/yr,GCAM,Delayed transition,,,,,28.4477,27.8234,24.8498,21.379,17.8582,13.0939,5.4669
United States,US,USA,Final energy,Liquids,EJ/yr,GCAM,Fragmented World,,,,,28.4505,27.825,24.8492,21.8565,19.2114,17.1465,14.1116
United States,US,USA,Final energy,Liquids,EJ/yr,GCAM,Low Demand,,,,,28.4557,26.4864,21.5762,18.1098,14.4526,8.8842,4.9633
United States,US,USA,Final energy,Liquids,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,28.4489,27.8976,23.9158,21.928,20.1307,19.3371,18.6047
United States,US,USA,Final energy,Liquids,EJ/yr,GCAM,Net Zero 2050,,,,,28.4613,27.4513,22.7561,18.5308,13.3693,6.3442,3.3033
United States,US,USA,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,33.1823,34.3451,33.3506,30.5398,27.1059,22.5968,17.4303
United States,US,USA,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,33.2566,39.0582,38.324,41.7191,40.5932,39.2973,37.844
United States,US,USA,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,33.2638,39.0816,38.3465,38.1724,33.8568,27.5688,21.3894
United States,US,USA,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,33.2336,39.0004,38.2313,39.3903,34.5734,28.2652,21.6344
United States,US,USA,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,33.0604,34.1328,28.9291,24.5118,19.3045,15.1945,11.6504
United States,US,USA,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,33.2038,34.3926,32.3432,34.6809,30.6749,25.8246,21.2383
United States,US,USA,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,33.121,34.2524,28.4601,22.5509,17.9217,14.8614,12.0814
United States,US,USA,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Below 2°C,,,,,31.4338,30.1954,26.7185,21.2794,16.3682,12.9688,11.1806
United States,US,USA,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Current Policies,,,,,31.4338,29.9798,26.6454,22.6697,19.6772,17.8561,16.6268
United States,US,USA,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Delayed transition,,,,,31.4338,29.9798,26.6454,21.8108,14.5018,11.0153,11.3761
United States,US,USA,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Fragmented World,,,,,31.4338,29.9798,26.6454,22.1313,17.8157,14.7557,12.7948
United States,US,USA,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Low Demand,,,,,31.4338,28.828,21.741,15.3109,9.9329,7.7915,6.7501
United States,US,USA,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,31.4338,29.6982,25.6763,20.1375,16.4132,14.0836,12.9332
United States,US,USA,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Net Zero 2050,,,,,31.4338,29.624,25.1535,18.6537,12.6011,10.2742,9.4724
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Below 2°C,,,,,-1429.8636,-1477.5461,-1525.2285,-1519.4401,-1513.6518,-1454.3927,-1395.1336
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Current Policies,,,,,-1429.8636,-1511.3601,-1592.8567,-1594.147,-1595.4374,-1596.7278,-1598.0182
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Delayed transition,,,,,-1429.8636,-1457.8894,-1485.9151,-1492.7051,-1499.4951,-1452.8144,-1406.1336
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Fragmented World,,,,,-1429.8636,-1484.6248,-1539.3859,-1554.2863,-1569.1867,-1557.3517,-1545.5167
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Low Demand,,,,,-1429.8636,-1478.2127,-1526.5618,-1441.234,-1355.9062,-1270.5784,-1185.2506
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,-1429.8636,-1480.3968,-1530.9299,-1527.9923,-1525.0547,-1495.3817,-1465.7087
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Net Zero 2050,,,,,-1429.8636,-1481.1294,-1532.3951,-1449.984,-1367.5729,-1285.1617,-1202.7506
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,-1429.8636,-1526.1693,-1625.0854,-1635.5542,-1648.2749,-1606.3675,-1564.0647
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,-1429.8636,-1579.0293,-1711.3021,-1745.6863,-1779.232,-1811.7267,-1843.6533
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,-1429.8636,-1525.5586,-1604.3606,-1617.1906,-1632.2649,-1592.1658,-1551.6726
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,-830.736,-953.1663,-1058.7037,-1098.4042,-1140.0311,-1153.3336,-1166.2758
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,-1429.8636,-1526.1693,-1630.0634,-1563.733,-1498.5684,-1430.987,-1362.373
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,-1429.8636,-1552.9047,-1675.7736,-1711.8863,-1745.7596,-1754.9352,-1765.3324
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,-1429.8636,-1526.1693,-1630.6239,-1567.9001,-1507.8461,-1447.2986,-1387.1272
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Below 2°C,,,,,-847.2217,-826.6308,-815.8428,-818.8014,-818.2379,-817.9901,-878.3554
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Current Policies,,,,,-847.2217,-828.7541,-814.2161,-812.495,-811.2772,-811.9075,-816.9246
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Delayed transition,,,,,-847.2217,-828.7541,-814.2161,-857.7519,-884.951,-939.9192,-1109.7708
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Fragmented World,,,,,-847.2217,-828.7541,-814.2161,-831.2138,-840.9594,-906.8603,-1014.4583
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Low Demand,,,,,-847.2217,-846.4897,-841.3201,-843.5505,-840.5369,-853.6719,-864.0418
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,-847.2217,-831.8108,-814.7742,-814.595,-813.6782,-879.8194,-982.9474
United States,US,USA,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Net Zero 2050,,,,,-847.2217,-841.435,-822.5633,-840.8671,-906.553,-1016.2807,-1102.8492
United States,US,USA,Primary energy,Nuclear,EJ/yr,GCAM,Below 2°C,,,,,2.8561,2.7168,2.5495,2.3267,2.0284,1.7151,1.4655
United States,US,USA,Primary energy,Nuclear,EJ/yr,GCAM,Current Policies,,,,,2.8558,2.7128,2.5372,2.2883,1.9547,1.5854,1.2275
United States,US,USA,Primary energy,Nuclear,EJ/yr,GCAM,Delayed transition,,,,,2.8558,2.713,2.5376,2.3072,2.0278,1.7698,1.7075
United States,US,USA,Primary energy,Nuclear,EJ/yr,GCAM,Fragmented World,,,,,2.856,2.7132,2.5377,2.3027,2.0022,1.6754,1.3574
United States,US,USA,Primary energy,Nuclear,EJ/yr,GCAM,Low Demand,,,,,2.856,2.7193,2.5426,2.3038,2.0164,1.819,1.6628
United States,US,USA,Primary energy,Nuclear,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,2.8558,2.713,2.5386,2.2991,1.978,1.6161,1.2606
United States,US,USA,Primary energy,Nuclear,EJ/yr,GCAM,Net Zero 2050,,,,,2.8561,2.7179,2.5621,2.3835,2.1742,2.1937,2.0535
United States,US,USA,Primary energy,Nuclear,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,2.836,2.9447,3.227,2.9351,3.1635,3.3592,3.7719
United States,US,USA,Primary energy,Nuclear,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,2.828,2.8432,2.7343,2.0637,1.6869,0.9725,0.0821
United States,US,USA,Primary energy,Nuclear,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,2.8246,2.8389,2.7296,2.4736,2.5218,2.463,2.5133
United States,US,USA,Primary energy,Nuclear,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,3.0104,2.9959,2.8612,2.5144,2.5328,2.4388,2.4681
United States,US,USA,Primary energy,Nuclear,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,2.8393,2.9514,3.226,2.9924,3.218,3.2818,3.5709
United States,US,USA,Primary energy,Nuclear,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,2.83,2.9385,2.8826,2.1499,1.7207,1.0017,0.0895
United States,US,USA,Primary energy,Nuclear,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,2.8388,2.9482,3.344,3.1406,3.507,3.7401,4.2126
United States,US,USA,Primary energy,Nuclear,EJ/yr,REMIND-MAgPIE,Below 2°C,,,,,2.6627,2.3228,1.911,1.4441,0.9847,0.5916,0.329
United States,US,USA,Primary energy,Nuclear,EJ/yr,REMIND-MAgPIE,Current Policies,,,,,2.6627,2.3197,1.9039,1.4372,0.9778,0.5848,0.3223
United States,US,USA,Primary energy,Nuclear,EJ/yr,REMIND-MAgPIE,Delayed transition,,,,,2.6627,2.3197,1.9039,1.4372,0.9778,0.5848,0.3223
United States,US,USA,Primary energy,Nuclear,EJ/yr,REMIND-MAgPIE,Fragmented World,,,,,2.6627,2.3197,1.9039,1.4372,0.9778,0.5848,0.3223
United States,US,USA,Primary energy,Nuclear,EJ/yr,REMIND-MAgPIE,Low Demand,,,,,2.6627,2.3261,1.9247,1.4648,1.0052,0.6119,0.3491
United States,US,USA,Primary energy,Nuclear,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,2.6627,2.3344,1.9364,1.4756,1.0159,0.6225,0.3594
United States,US,USA,Primary energy,Nuclear,EJ/yr,REMIND-MAgPIE,Net Zero 2050,,,,,2.6627,2.3451,1.9624,1.5145,1.0563,0.6625,0.3988
United States,US,USA,Primary energy,Oil,EJ/yr,GCAM,Below 2°C,,,,,34.5079,33.9616,30.1219,27.2353,24.6664,21.845,18.0925
United States,US,USA,Primary energy,Oil,EJ/yr,GCAM,Current Policies,,,,,34.5011,34.0939,31.3391,29.3728,27.3917,25.4107,23.5235
United States,US,USA,Primary energy,Oil,EJ/yr,GCAM,Delayed transition,,,,,34.5056,34.1005,31.3465,28.1234,24.8311,19.9973,12.3017
United States,US,USA,Primary energy,Oil,EJ/yr,GCAM,Fragmented World,,,,,34.508,34.102,31.3465,28.6277,26.0749,23.3509,20.3302
United States,US,USA,Primary energy,Oil,EJ/yr,GCAM,Low Demand,,,,,34.4963,32.6062,27.7998,24.5858,21.1443,15.6227,11.4982
United States,US,USA,Primary energy,Oil,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,34.5013,34.1739,30.3623,28.6535,26.6312,24.4535,22.6019
United States,US,USA,Primary energy,Oil,EJ/yr,GCAM,Net Zero 2050,,,,,34.4994,33.7027,29.1183,25.1346,20.1796,13.1488,9.95
United States,US,USA,Primary energy,Oil,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,31.8374,33.262,29.1213,25.0734,21.9437,18.0845,13.3015
United States,US,USA,Primary energy,Oil,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,31.8499,37.9068,34.3224,36.6245,34.0927,33.2963,32.6902
United States,US,USA,Primary energy,Oil,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,31.8541,37.9164,34.3311,33.1174,27.9018,22.6149,17.2397
United States,US,USA,Primary energy,Oil,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,32.329,38.4226,34.8726,35.6056,30.9469,25.3346,19.7447
United States,US,USA,Primary energy,Oil,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,31.8269,33.2144,23.1863,19.137,15.1164,11.9311,8.8352
United States,US,USA,Primary energy,Oil,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,31.7516,33.1648,28.3041,29.5727,25.8652,21.8675,17.9054
United States,US,USA,Primary energy,Oil,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,31.8006,33.2137,22.4523,16.2165,12.2292,9.2703,6.5748
United States,US,USA,Primary energy,Oil,EJ/yr,REMIND-MAgPIE,Below 2°C,,,,,33.1447,31.0334,27.0372,21.1565,15.7708,11.8144,8.421
United States,US,USA,Primary energy,Oil,EJ/yr,REMIND-MAgPIE,Current Policies,,,,,33.1447,30.887,27.3379,23.1215,19.9132,17.5972,16.2066
United States,US,USA,Primary energy,Oil,EJ/yr,REMIND-MAgPIE,Delayed transition,,,,,33.1447,30.887,27.3379,22.1059,13.746,9.0571,6.4716
United States,US,USA,Primary energy,Oil,EJ/yr,REMIND-MAgPIE,Fragmented World,,,,,33.1447,30.887,27.3379,22.396,17.0022,12.1454,7.6754
United States,US,USA,Primary energy,Oil,EJ/yr,REMIND-MAgPIE,Low Demand,,,,,33.1447,29.6521,21.4467,14.2771,8.0715,5.1412,3.4707
United States,US,USA,Primary energy,Oil,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,33.1447,30.4755,25.6633,19.4602,15.0777,10.986,7.4585
United States,US,USA,Primary energy,Oil,EJ/yr,REMIND-MAgPIE,Net Zero 2050,,,,,33.1447,30.3013,25.0316,17.735,10.2773,6.2899,4.2349
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,GCAM,Below 2°C,,,,,0.0,5.5726,65.8985,108.1784,179.8504,286.259,430.8449
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,GCAM,Current Policies,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,GCAM,Delayed transition,,,,,0.0,0.0,0.0,66.9461,180.1464,420.7081,1001.6008
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,GCAM,Fragmented World,,,,,0.0,0.0,0.0,41.1657,104.9227,176.3553,285.9199
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,GCAM,Low Demand,,,,,0.0,0.0,28.7811,115.038,262.4386,613.9602,860.2173
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,GCAM,Nationally Determined Contributions (NDCs),,,,,0.0,0.0,66.7361,38.8575,52.3584,61.4224,61.393
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,GCAM,Net Zero 2050,,,,,0.0,23.7112,127.2816,236.9049,444.5992,893.9491,1226.9224
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,MESSAGEix-GLOBIOM,Below 2°C,,,,,0.0,40.6196,40.8777,55.24,73.3987,93.0186,114.4087
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,MESSAGEix-GLOBIOM,Current Policies,,,,,0.0,6.6808,0.0,2.1579,4.3159,6.4738,8.6317
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,MESSAGEix-GLOBIOM,Delayed transition,,,,,0.0,6.6808,0.0,73.5759,98.7255,121.2569,153.3007
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,MESSAGEix-GLOBIOM,Fragmented World,,,,,0.0,6.6808,0.0,24.1383,28.255,88.4077,144.5402
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,MESSAGEix-GLOBIOM,Low Demand,,,,,0.0,40.6196,218.509,272.2201,328.4492,464.6575,554.2148
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,0.0,40.6196,49.9805,54.3862,58.7919,63.1976,67.6033
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,0.0,40.6196,698.056,665.5103,824.7132,1025.4415,1275.2833
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,REMIND-MAgPIE,Below 2°C,,,,,22.1545,49.1525,65.5347,81.9214,98.3065,114.6907,131.0753
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,REMIND-MAgPIE,Current Policies,,,,,22.1545,21.1383,20.1697,19.2521,18.3913,17.5926,16.8617
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,REMIND-MAgPIE,Delayed transition,,,,,22.1545,21.1383,20.1697,197.6003,314.2221,430.8536,547.4941
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,REMIND-MAgPIE,Fragmented World,,,,,22.1545,21.1383,20.1697,116.7365,187.4924,258.4235,332.5354
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,REMIND-MAgPIE,Low Demand,,,,,22.1545,116.9004,155.8564,194.8275,233.7932,272.7558,311.7146
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,22.1545,82.1515,142.1536,144.7602,146.916,148.5446,149.5457
United States,US,USA,Carbon price,Price: Carbon,US$2010/t CO2,REMIND-MAgPIE,Net Zero 2050,,,,,22.1545,197.4194,263.2086,329.0122,394.8258,460.6352,526.4279
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,GCAM,Below 2°C,,,,,1.5245,1.7871,1.791,1.8801,1.9275,2.0369,2.2219
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,GCAM,Current Policies,,,,,1.5245,1.6088,1.6642,1.6844,1.6742,1.6648,1.6444
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,GCAM,Delayed transition,,,,,1.5245,1.6088,1.6642,1.869,1.9472,2.2198,2.9127
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,GCAM,Fragmented World,,,,,1.5245,1.6088,1.6642,1.8414,1.8121,1.8894,1.996
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,GCAM,Low Demand,,,,,1.5245,1.8258,1.7119,1.8118,2.0312,2.4757,2.7886
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,GCAM,Nationally Determined Contributions (NDCs),,,,,1.5245,1.5552,1.4989,1.6158,1.6007,1.5892,1.5639
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,GCAM,Net Zero 2050,,,,,1.5245,1.7216,1.8081,2.0583,2.2894,2.8534,3.2693
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,MESSAGEix-GLOBIOM,Below 2°C,,,,,2.4399,2.2303,1.9239,0.6192,0.3098,2.564,2.8116
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,MESSAGEix-GLOBIOM,Current Policies,,,,,2.4399,2.6446,2.5597,2.5588,2.6313,2.6127,2.6955
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,MESSAGEix-GLOBIOM,Delayed transition,,,,,2.4399,2.6446,2.5597,-0.2319,0.6367,1.0358,3.4154
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,MESSAGEix-GLOBIOM,Fragmented World,,,,,2.4399,2.6446,2.5597,2.6768,2.0129,0.7438,1.1782
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,MESSAGEix-GLOBIOM,Low Demand,,,,,2.4399,2.2303,-10.6768,-5.354,3.6064,4.5979,5.8564
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,2.4399,2.2303,1.5405,0.0726,0.7821,1.6804,1.796
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,2.4399,2.2303,-22.0642,-7.1972,6.1932,7.0406,9.2358
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,REMIND-MAgPIE,Below 2°C,,,,,2.0344,2.161,1.7827,1.6152,1.4186,1.4234,1.4937
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,REMIND-MAgPIE,Current Policies,,,,,2.0344,2.2228,2.2627,2.307,2.3841,2.4996,2.7928
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,REMIND-MAgPIE,Delayed transition,,,,,2.0344,2.2228,2.2627,2.2998,1.8855,1.4268,1.4782
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,REMIND-MAgPIE,Fragmented World,,,,,2.0344,2.2228,2.2627,2.2464,2.1067,2.0358,2.4772
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,REMIND-MAgPIE,Low Demand,,,,,2.0344,2.3285,1.6288,1.2207,1.2602,1.1936,1.557
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,2.0344,2.1324,2.088,2.0799,1.9486,1.8346,1.9253
United States,US,USA,Energy prices,Price: Coal,US$2010/GJ,REMIND-MAgPIE,Net Zero 2050,,,,,2.0344,2.6167,1.7773,1.444,1.3735,1.4422,1.7394
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,GCAM,Below 2°C,,,,,5.8328,6.3932,5.9085,5.9322,6.0399,6.0738,6.2125
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,GCAM,Current Policies,,,,,5.8328,6.1443,5.8571,5.7755,5.8475,5.9285,6.0359
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,GCAM,Delayed transition,,,,,5.8328,6.1442,5.8571,6.0233,6.0055,6.1952,6.8955
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,GCAM,Fragmented World,,,,,5.8328,6.1443,5.8571,5.9432,5.9016,5.8798,5.8945
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,GCAM,Low Demand,,,,,5.8328,6.2668,5.5817,5.4863,5.761,6.3816,6.6094
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,GCAM,Nationally Determined Contributions (NDCs),,,,,5.8328,6.1648,4.9796,5.7184,5.7398,5.7653,5.8252
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,GCAM,Net Zero 2050,,,,,5.8328,6.4027,5.7843,5.7838,6.2776,6.9785,7.3406
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,MESSAGEix-GLOBIOM,Below 2°C,,,,,3.6045,4.1003,4.5384,4.6368,4.9682,5.1093,5.6074
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,MESSAGEix-GLOBIOM,Current Policies,,,,,3.6045,3.7021,4.2959,4.48,4.631,4.8534,5.0925
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,MESSAGEix-GLOBIOM,Delayed transition,,,,,3.6045,3.7021,4.2959,4.717,4.989,5.2315,5.8547
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,MESSAGEix-GLOBIOM,Fragmented World,,,,,3.6045,3.7021,4.2959,4.7014,4.7167,5.2339,5.725
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,MESSAGEix-GLOBIOM,Low Demand,,,,,3.6045,4.1003,1.7803,-0.0919,3.5256,7.0002,6.1596
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,3.6045,4.1003,4.5501,4.7311,4.8822,5.1182,5.3503
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,3.6045,4.1003,13.1716,-11.7966,9.2449,7.7661,8.3611
