Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Paper products and printing,Units,68.517,69.597,68.95,65.982,63.602,72.307,69.243,68.917,70.516,73.528,67.944,67.606,63.408,60.427,51.702,53.945,44.223,39.467,36.505,38.198,36.64,33.51,32.82,30.598
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Pharmaceuticals, medicinal chemical and botanical products",Units,30.439,32.462,25.147,26.591,32.195,51.627,55.656,38.94,39.085,41.338,40.674,34.241,33.305,33.742,34.651,42.406,34.757,32.315,33.394,36.752,47.872,50.508,49.89,52.101
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Postal and courier activities,Units,20.264,19.397,18.69,21.674,26.42,24.101,24.455,26.686,23.958,24.288,20.661,21.093,22.685,17.348,20.599,19.699,22.021,20.774,22.819,21.967,22.822,24.994,31.453,39.514
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Professional, scientific and technical activities",Units,23.766,25.387,26.563,25.275,26.481,29.043,27.569,26.456,28.691,30.15,29.807,28.891,30.043,30.547,29.52,29.702,29.438,25.309,27.303,28.118,26.824,27.35,28.765,31.382
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Public administration and defence; compulsory social security,Units,157.441,153.449,153.816,152.479,169.895,173.109,178.707,196.989,205.201,202.407,205.589,207.212,215.94,218.116,221.856,229.47,207.12,189.957,180.368,165.751,147.319,152.862,172.762,209.036
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Publishing, audiovisual and broadcasting activities",Units,8.943,9.72,10.163,9.344,9.733,11.584,10.515,9.936,10.286,10.095,9.597,9.068,8.587,8.292,8.015,7.928,7.708,6.742,7.442,7.562,7.073,7.271,7.321,8.266
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Real estate activities,Units,35.208,36.791,34.784,32.642,32.921,34.729,34.038,36.357,38.363,40.846,41.773,39.521,38.726,36.478,36.143,36.474,35.945,33.839,38.259,39.742,42.45,44.659,43.208,50.767
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Rubber and plastics products,Units,8.165,8.181,28.558,33.796,29.751,6.814,11.209,27.088,25.821,25.472,23.873,22.913,20.53,20.552,19.593,25.594,23.606,23.777,24.178,24.396,22.686,23.151,21.237,21.931
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Telecommunications,Units,7.481,8.072,8.536,8.246,8.959,10.131,10.173,9.479,9.346,8.772,8.124,7.452,7.467,7.459,7.834,7.64,7.458,6.384,6.935,7.097,6.811,6.956,6.716,7.32
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Textiles, textile products, leather and footwear",Units,14.279,14.532,14.856,14.2,13.264,15.052,14.183,10.295,9.881,7.88,8.706,8.174,6.984,5.013,3.745,3.747,3.171,2.856,2.917,2.866,3.191,3.134,3.056,3.063
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Warehousing and support activities for transportation,Units,4.949,5.085,5.445,5.398,5.754,5.127,4.75,6.2,5.46,5.087,6.252,6.398,7.062,6.866,5.818,6.412,7.924,10.136,11.385,11.745,9.626,9.976,12.055,16.01
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Water supply; sewerage, waste management and remediation activities",Units,8.357,8.705,8.705,7.402,9.85,12.815,8.753,5.218,6.669,6.581,5.424,6.327,4.796,6.077,4.321,4.198,3.881,3.709,4.273,4.933,4.647,4.408,5.312,4.23
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Water transport,Units,53.029,51.545,49.285,46.627,48.865,54.734,44.16,45.431,47.874,75.594,98.173,94.463,97.465,84.765,47.892,50.691,78.388,70.805,66.098,67.533,66.318,63.351,64.848,53.989
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Wholesale and retail trade; repair of motor vehicles,Units,54.074,53.701,51.278,45.157,49.019,51.508,47.239,48.173,51.613,50.475,48.867,47.994,48.707,47.415,41.746,50.268,53.134,47.694,52.662,52.732,47.012,47.55,52.485,60.643
United States,US,USA,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Wood and products of wood and cork,Units,14.539,15.085,16.034,16.104,17.221,14.511,14.026,11.437,11.113,12.034,12.025,13.17,12.186,15.852,13.339,14.335,5.425,5.671,5.696,6.001,6.692,7.053,6.489,6.135
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Accomodation and food services,Units,40.69216059,39.48242319,36.50643824,31.11597983,31.14793162,33.61183807,30.62283483,28.99073478,29.77459386,26.56038813,24.09380521,22.53091535,20.36277045,20.42877942,21.72584769,21.71416039,19.92270195,16.26273344,16.87077758,16.2402956,13.77654821,13.89662874,14.22099521,15.28354323
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Administrative and support services,Units,92.90199401,89.67975203,84.14323009,69.56824142,64.9754993,68.82563687,64.44815141,71.98527508,63.18842351,58.4405684,51.6211937,41.1076515,33.45847141,33.10281858,29.33292298,28.25171733,26.05867031,22.34216837,24.68418028,24.34388349,23.7209257,23.48618402,24.39912632,24.94623126
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Agriculture, hunting, forestry",Units,262.410651,239.4064807,244.3993262,237.4070629,228.711966,225.8352752,237.4851749,280.0123706,228.6781734,239.2787635,231.5192758,243.6613663,209.3252374,183.9288065,188.7258716,175.6285069,142.9915615,127.9057123,130.9469748,122.0952558,128.8254182,134.6169675,132.2791284,131.8081617
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Air transport,Units,2560.388137,2541.312465,2311.532557,2328.412241,2301.693135,2202.739959,2255.322009,2402.512586,2092.353885,2077.668695,2031.007501,1802.672393,1722.841728,1516.490176,1583.16798,1452.678269,1229.629369,1195.606533,1199.122772,1177.177202,1229.628354,1253.850719,1206.272618,1110.03949
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Arts, entertainment and recreation",Units,43.48555793,42.42168405,38.65826826,33.89571115,34.9719521,35.85591688,38.88704964,34.74961704,36.51036665,34.42621702,31.07547188,29.57886996,27.19621422,25.8958295,25.15130751,23.50426714,22.17866572,17.59366342,18.83906424,17.26487795,15.90960779,15.87213197,17.98873791,19.60579825
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Basic metals,Units,851.3492107,862.1446088,876.0387793,840.4183306,870.1540354,948.0639275,864.6885003,696.9112068,694.4796302,590.1355231,428.658073,363.9083259,322.9136185,293.6890369,314.0875334,312.8829259,284.8541595,299.5101761,288.1253095,278.9289513,289.8390652,301.9383644,269.724484,256.239173
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Chemicals and pharmaceutical products,Units,390.3447864,391.9523479,312.7601503,305.0288833,358.5918515,441.0016757,428.9242971,269.5321693,261.2670957,253.5397443,220.8486699,174.7592553,156.1529987,160.144229,177.2598614,209.2709133,164.3525408,161.3592019,145.9466294,151.0681715,185.7081178,188.6832963,177.9351863,179.7471371
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Coke and refined petroleum products,Units,1163.864267,1048.58018,1008.511853,1331.522044,1134.854794,732.4139818,773.6795062,757.0037048,652.3955236,486.5678764,334.0979724,307.2382987,266.3535787,208.0768131,305.6498726,243.2555633,147.0849013,146.9281613,155.0057413,159.5018309,246.5613792,297.2325334,220.0860502,174.5974414
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Computer, electronic and optical products",Units,36.36770234,35.56574698,34.68421254,35.22203177,35.37731515,32.88374163,36.22476122,35.94387841,33.69636347,31.37094258,26.3241295,25.57131136,24.34533734,22.14255761,21.59671933,22.98958147,21.24072135,21.65392658,21.99552856,21.78508568,17.46048674,18.79658953,17.17683547,16.31711105
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Construction,Units,86.70781135,85.81538103,82.32776149,78.61493715,80.55743284,73.33431099,78.47244929,100.3967602,97.06589658,88.13229145,79.58520265,79.00060212,73.56203535,74.18096316,87.82711183,65.97476488,75.62486581,67.90461007,69.89857738,60.6172501,58.322747,59.58500104,58.47370345,65.48245614
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Education,Units,85.91642775,88.79543152,83.2747105,84.14510573,85.72666255,95.65453777,88.56351629,92.91135872,88.34275174,90.23014493,84.70844957,80.7215429,81.99973318,72.970821,78.00982986,72.26742976,64.11394786,55.84245288,55.62809942,51.12955548,46.57750295,49.0490309,53.97960002,64.25668726
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Electrical equipment,Units,65.16046467,65.54470329,73.0141949,87.85599117,80.27413016,45.20956911,49.01073439,48.76863173,50.78662061,45.37760792,38.07070405,34.48096291,35.9484219,32.23712917,33.93232187,36.60447959,32.35537903,34.43532305,32.18941337,35.97108093,33.10129479,32.94510546,30.45634563,26.30636117
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Electricity, gas, steam and air conditioning supply",Units,9103.185511,8992.014766,9666.145803,9708.816622,8061.546264,7097.33771,5888.389045,7905.927543,7584.633609,7511.266125,6481.684897,6263.365415,6010.760511,5000.428222,5558.407255,5124.43609,5016.823799,4978.391555,4683.651255,4250.591288,4169.545762,4331.726794,4083.074116,3883.92262
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fabricated metal products,Units,44.95757506,43.80375618,45.45499136,47.05675488,50.0734209,44.79430802,50.22783448,45.86630759,44.80431704,40.43510883,35.68877726,32.72611603,30.9507806,28.5341878,29.51917469,28.92292544,26.28051952,25.87252331,28.28632368,26.16835697,22.9547499,25.69111522,23.30935323,20.96396297
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Financial and insurance activities,Units,46.22149369,45.49493513,42.88116062,39.70611179,41.53705399,39.55925169,32.23831996,32.49497686,31.73539006,30.58475625,26.71808189,24.53281421,24.89196989,24.43062432,27.41791309,26.33839452,22.71046903,18.58615031,21.75180867,18.64885909,18.64152911,18.85198679,18.21779654,18.67022555
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fishing and aquaculture,Units,213.9315664,136.9291141,157.9136591,174.1393652,199.7831391,131.1173731,133.4634482,155.0795518,153.0073866,196.6819699,157.8199407,102.4231218,89.97095426,102.392877,87.76741635,96.32301196,120.3301559,77.0927186,82.78175233,91.75619577,64.35576793,55.80496879,63.7360236,51.82755559
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Food products, beverages and tobacco",Units,103.6307825,102.5028667,110.7029462,110.4523914,101.3028315,104.4927601,104.7893232,109.0970142,103.5043635,104.9140186,99.40673475,102.9749952,97.28791877,89.51597962,83.48099357,85.52564063,70.69062087,65.3899123,65.8911462,64.6770655,62.98523636,67.53715828,64.07071844,63.35680513
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Human health and social work activities,Units,31.62901653,31.07666415,28.57467978,23.81704856,22.18665027,23.97170461,21.95698468,20.71646651,22.31352221,22.32292915,22.10909816,19.23524413,17.97881893,17.83813007,17.90559752,17.57659557,16.65969722,15.12933101,15.86911284,15.62206266,15.46244275,15.12281589,14.04497242,12.11849431
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",IT and other information services,Units,39.12176888,38.57238792,37.36464802,33.27307928,33.9632953,32.31544577,29.56805076,29.52956399,28.67596057,26.71167174,23.81385599,21.19413417,21.51587299,19.05586668,21.32251989,19.81231415,17.82595816,14.58265104,15.74414967,14.16870687,12.76530074,12.53362969,12.5771858,13.57310871
