Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Land transport and transport via pipelines,Units,956.8491175,929.3347837,964.2786335,835.6887738,693.7501133,498.7020919,441.3254987,526.6691057,478.8760462,490.7409289,517.7340329,486.0510393,486.6001559,403.415342,393.5468407,413.124693,441.5734846,454.7761052,482.2526096,443.2660307,423.5080517,426.6646156,368.1944062,319.3631448
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Machinery and equipment n.e.c.,Units,52.47560795,52.03300643,55.31133011,53.38093606,52.72414106,43.66251401,48.9140109,48.94376306,50.98247477,47.02539191,38.50274084,38.43051711,33.55835698,33.16805277,31.04202341,30.69790478,26.37065862,27.17910706,27.47817025,29.57912342,25.56972418,24.94154907,23.14687106,22.03896059
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Manufacturing nec; repair and installation of machinery and equipment,Units,56.67895089,54.46547029,163.8744844,188.9510779,154.7085719,40.22018287,63.70689735,145.927703,136.1727832,128.6332866,114.567602,103.5144908,94.91301702,96.0575048,109.6269298,126.3080615,108.5905797,99.38606728,98.47068694,94.5060533,89.4145873,92.16937799,82.20519009,80.55660039
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, energy producing products",Units,1206.742883,1015.792111,958.7883152,1214.960475,1008.706395,697.1910738,664.8157647,959.7979481,707.3903532,599.0388176,441.9539161,424.411919,408.1857935,306.855779,480.5365472,375.8033543,321.7810994,328.6522929,305.9943557,278.8425693,467.0693496,560.4065883,427.5118231,348.7513683
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, non-energy producing products",Units,219.2985602,211.7567984,206.7687638,170.3709066,157.1022535,153.9448364,158.4845251,237.5296131,227.9415831,193.6650603,175.8280847,200.0209324,189.6422243,180.1218494,150.8405647,140.5188439,180.4712127,182.871797,187.2443622,162.6987613,173.8745233,194.294877,170.1425666,162.9293761
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Mining support service activities,Units,67.18389005,67.41584373,49.42175191,53.56378883,37.73979891,22.96126577,24.57302622,109.6259771,105.4067589,94.83497643,76.91491795,102.9155724,94.46548642,81.75733428,84.74623763,63.49482261,95.67101529,96.76444148,98.46893714,82.95624451,102.8976435,136.2364595,109.9821544,84.68438647
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Motor vehicles, trailers and semi-trailers",Units,28.10208653,27.81689734,27.10956032,24.55194592,25.53017803,36.54351574,32.25567766,30.04689917,27.82220384,21.97852067,19.46116582,22.47751446,22.05676253,21.99033869,22.18922345,15.77500051,12.7865693,13.18386509,12.39653506,11.91040701,10.18139252,10.89506535,10.43906401,10.02393804
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other non-metallic mineral products,Units,801.4906762,762.4684349,771.4430932,692.0913802,716.4767645,690.8124827,662.0066795,641.8684452,579.0138017,612.3620137,568.0446763,544.7419942,531.5519342,525.18942,531.9977196,518.2819721,442.0762369,437.2878444,412.8757311,392.1741838,352.4741395,304.2438381,317.5863672,342.496129
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other service activities,Units,36.59805746,35.72514867,32.34855104,27.34918632,26.27936876,27.93918609,26.9638309,25.59928675,26.94567608,29.15298799,26.55920658,24.02756946,23.66092525,24.50196529,21.46405994,22.54685233,22.0007219,17.6838172,18.37291918,17.56488101,15.92296528,15.41686136,15.40675346,16.06594892
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other transport equipment,Units,28.95417369,28.52365496,27.88205063,25.67980265,25.80489877,36.31632146,32.04175793,30.62867255,28.05427815,22.09699274,19.54295301,22.4334448,21.73814918,21.29731271,20.54896711,15.06801305,12.14993037,13.12073314,12.3383393,11.95098434,10.05520582,10.54941599,10.39202022,9.883487459
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Paper products and printing,Units,264.2199924,280.0531963,278.6418121,259.6978339,245.3235701,267.0959982,267.4381508,273.4595407,288.9655373,295.216938,262.4674349,252.146599,228.4433764,218.6477469,211.5357392,213.3178006,170.3366289,150.7650946,136.7902682,143.2134277,138.6292953,127.6249571,123.8488697,111.3566455
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Pharmaceuticals, medicinal chemical and botanical products",Units,350.474607,350.39733,254.362097,239.1702839,271.5108807,400.0514526,391.4799512,248.8209122,237.9455048,239.418233,221.1539873,170.1477022,154.9659359,159.4119023,169.5938919,204.0802576,163.350497,158.0461457,143.1010338,147.7121735,180.2416425,184.3595851,173.1420546,174.7999652
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Postal and courier activities,Units,215.0033369,199.7006087,186.4794888,201.4787877,230.7228121,195.7823251,196.489779,208.5356943,182.4103937,177.2701794,148.9330108,140.4773686,143.7411607,115.6998447,153.0459101,147.3081252,162.3825048,154.0811021,167.9738827,155.4529912,159.8581156,172.1783866,210.7287908,252.2285594
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Professional, scientific and technical activities",Units,33.70591947,32.93864993,30.68442805,26.57725353,25.85392343,26.02000843,23.97450071,22.52618725,23.17532015,22.41210608,20.48949737,18.54267096,17.70969957,17.40000112,17.67395011,17.14053496,16.24085142,13.36699562,14.05899722,13.69813296,12.45794619,12.34309378,12.21955661,12.69004794
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Public administration and defence; compulsory social security,Units,143.0735537,136.3753515,131.229545,126.5307664,133.2328294,128.3069756,124.2137549,127.0838234,124.1823116,115.4272806,110.4032016,105.1205186,103.8617336,97.76366666,95.44092515,94.9195556,84.67012479,77.24883109,73.1096772,66.13743735,57.84505979,58.63409284,64.13034271,73.96107975
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Publishing, audiovisual and broadcasting activities",Units,32.67201397,31.94355849,29.96118872,24.86463357,23.23875631,25.17200909,22.4864568,20.85465027,21.17403716,19.8207513,17.99701494,16.30037851,15.18395985,14.63378735,15.12063874,14.29426055,13.54926374,11.39116504,12.17411105,11.83649237,10.95580703,10.69302289,10.33793073,10.73485024
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Real estate activities,Units,30.9979458,30.46479871,27.43762956,24.37199116,23.12925849,22.60340984,20.82241632,20.78909592,20.63759812,20.03178426,18.42579009,16.72628924,16.06356669,15.26867924,15.25776711,15.03193452,14.38085374,12.94839049,13.99721117,13.79643944,13.77671933,13.71139477,12.73293682,14.18072586
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Rubber and plastics products,Units,55.8007493,54.44406955,179.9052659,206.92573,172.7997379,38.10704085,65.86582504,156.386213,146.7227321,139.4421002,120.5621825,109.3148796,99.57811474,103.4663128,116.7644919,137.2472999,117.6723349,109.9787554,107.9788115,105.7512081,97.52582913,99.72667886,90.95293078,89.16109859
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Telecommunications,Units,28.80888859,28.35317974,26.49057592,23.07448643,22.2326339,22.61423806,21.84827892,20.81709571,20.8648207,19.44154107,17.44844237,15.45078473,14.89387887,14.4168919,15.22658732,14.55487053,13.8124898,11.57811062,12.27943062,11.95115133,11.23267149,11.01109594,10.80825502,11.54718928
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Textiles, textile products, leather and footwear",Units,83.82867928,86.21083449,84.28118463,85.21020818,81.64571766,93.87176762,104.6303523,80.5442113,84.30757889,69.82299693,74.21476078,73.73396597,74.13036925,60.26834019,52.99645794,51.31435693,40.83488079,40.34154713,39.70457726,38.31561047,44.31408983,44.26109811,44.56142142,43.82745462
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Warehousing and support activities for transportation,Units,83.43969126,81.30692284,80.60242355,72.78100844,70.6159567,57.67712062,50.43089216,61.68712291,50.77444985,42.70085645,47.54969255,43.2772177,43.90761619,39.45555245,35.64234639,35.20272311,39.50700995,46.45026234,49.87766063,48.58557846,38.13459778,38.39517705,44.8811478,56.30725685
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Water supply; sewerage, waste management and remediation activities",Units,196.0439334,194.0992058,187.0353659,144.1101171,176.1032376,219.8516709,147.636766,87.38626639,104.358848,95.49611253,73.21329988,77.69520198,56.5234096,68.77273988,51.412383,45.6850085,41.69056811,39.77202661,44.98207244,49.141738,46.17407038,41.51022641,46.94412483,35.20789722
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Water transport,Units,2264.851221,2039.141064,1888.191191,1775.042732,1790.510459,1895.963448,1539.185445,1633.174681,1508.502935,2016.705839,2468.289347,2131.236308,1972.464625,1556.080582,1056.236919,1083.296113,1670.605837,1450.295057,1444.581889,1339.743768,1346.987771,1317.347962,1289.437422,983.7143877
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wholesale and retail trade; repair of motor vehicles,Units,39.79990966,38.18738864,34.95576778,29.6096622,30.02020189,29.86984685,27.76180572,27.05216835,27.58043496,24.88066278,22.75109837,21.02133078,20.40322883,19.87175874,19.26132678,20.60139618,20.21477331,16.99516115,17.89500361,17.08138777,14.65641262,14.60040936,15.37556633,16.81447926
United States,US,USA,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wood and products of wood and cork,Units,177.1467422,179.7350383,180.7169167,175.5244534,175.7608974,152.8638668,159.521413,126.9749281,120.045672,113.557334,104.8313066,115.0922967,118.0952418,178.0913488,202.629828,199.7018751,74.42333916,70.32324387,62.97812682,61.58371013,66.47686522,67.23462912,58.00980508,51.20945292
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Accomodation and food services,Units,468.2299422,446.265177,444.38486,434.6209243,390.5930808,380.563088,355.1979902,323.6512695,318.7438395,301.2319355,289.2483618,281.7482083,260.6944801,267.9047169,259.6027244,278.2620117,248.5280372,217.9660321,208.3044242,198.8999976,177.000761,158.0719242,147.1591866,149.4205637
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Administrative and support services,Units,273.1278269,263.2193317,256.2409802,242.1044946,237.7117407,238.5560099,210.3818516,190.6022169,180.8829855,171.9097032,159.3589387,133.9689264,124.0204954,122.5710421,105.2787087,111.0830923,105.7824974,94.43798326,98.17327979,96.72165818,86.8589453,83.31318284,83.31917843,82.39798606
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Agriculture, hunting, forestry",Units,686.0229798,599.7517589,623.0448316,635.6850714,616.4318268,575.5907729,595.7689373,629.1249334,521.3701524,504.7766856,498.6078074,502.9682913,458.634528,426.1878073,416.6390322,401.4918825,333.3034366,312.3001512,299.4674583,301.0953943,299.2391366,304.9929021,290.9062979,281.7120243
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Air transport,Units,2872.096721,2844.457264,2589.987643,2568.192135,2548.916409,2461.744011,2476.357284,2613.905729,2278.638535,2261.692385,2218.506315,1969.541386,1890.095112,1685.130605,1732.456498,1600.396753,1384.800308,1344.458889,1352.191798,1319.716225,1354.484195,1363.520583,1295.382024,1188.106098
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Arts, entertainment and recreation",Units,286.3576485,277.5538302,260.8423377,265.2552171,293.9425271,277.7747122,313.8620082,229.6134956,203.5077596,174.8433815,168.7998153,158.9595007,164.6606617,167.4132462,152.9914709,159.4720856,151.5944089,125.5182493,127.7328601,116.2332763,107.0086595,102.3186024,101.2177706,94.32432503
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Basic metals,Units,1625.970861,1621.100464,1651.54996,1612.435962,1735.418581,1790.788026,1809.445096,1459.521037,1386.00434,1175.724691,950.6592306,786.4971255,768.0742119,719.441001,725.3542434,721.3791828,677.5268415,676.6435724,670.0618487,641.1847804,622.5887784,619.9116066,542.6711769,522.3214816
