Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Sector,Scale,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Human health and social work,Units,5.75620631422723,3.47162388704201,2.79740783000707,3.62042764435227,2.78083219128175,2.89073597956124,2.85674359282983,3.45847514577896,3.92458088234625,3.61805152922751,4.09871002182779,3.33847296264857,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",IT and other information services,Units,0.988227240379929,-1.64500795932471e-06,0.890052759340894,550.265151566299,551.303237523603,495.98631340988,441.390302692352,533.864459238436,515.019711967106,545.346911707597,664.741367889822,471.607566741383,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises","Machinery and equipment, nec",Units,1914.48505563569,3944.21941398566,2998.28735585498,4485.27011089684,2976.63338695701,3684.24795309932,4242.03009404616,5073.15345170256,5027.40830786696,4501.7959264186,4162.22363245503,5027.08629592308,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Mining and quarrying,Units,318.439494862551,403.665852509584,211.667220626543,560.208881528928,513.527645024752,481.55198430837,525.880326465079,738.208526265307,856.87335504304,808.619610838648,714.059673727073,744.452354534974,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises","Motor vehicles, trailers and semi-trailers",Units,8766.61195816656,10738.0224273987,7496.88677968835,5572.43232769892,3992.75886614492,4157.15604241484,9016.82748065344,12247.1294878342,12868.2692116209,11778.4944741222,10984.9584304837,10665.472070992,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Other business sector services,Units,470.276646365138,688.479569254057,698.579077189232,808.746000384585,38.7029988788104,934.879200537777,980.631592570517,1104.88448621289,1277.09768498838,1164.32664193348,1183.85248426267,1064.63202456358,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Other manufacturing; repair and installation of machinery and equipment,Units,3286.33545300759,6387.39200211408,3487.97624787448,2171.7729772148,2563.57992306309,2329.08930857177,2390.06585075021,2469.97905507765,2203.40331802907,2321.93452993354,1867.10529109688,1491.45740712175,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Other non-metallic mineral products,Units,308.61815073887,247.298974463113,159.186564562583,273.016106618463,257.977228314247,300.097141824236,265.061065416391,289.797735394168,224.232740792079,306.699207084603,305.250326103852,290.554122986195,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Other transport equipment,Units,585.011968216362,717.825754350261,1675.46411966317,1761.77875947003,1146.10455980204,1417.3350199831,1586.0405202032,1855.54461434918,1950.25292773568,1923.56314335678,1597.68497802123,1701.50970746957,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Paper products and printing,Units,174.524236977823,189.851349452669,156.471649823278,242.348438402866,164.186089175891,147.923500691193,147.381309289391,179.644848562735,193.484823590656,222.140317034496,214.761799794584,257.872335153845,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Private households with employed persons,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Public admin. and defence; compulsory social security,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises","Publishing, audiovisual and broadcasting activities",Units,56.1061281951623,592.356377844614,583.334250905308,676.008650863009,1063.96766354605,874.612913450536,826.338560758215,791.639084677305,789.203624228124,481.029218468515,507.954216249644,266.223245905978,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Real estate activities,Units,16.6273614085647,42.0418742556945,49.6369499462059,33.1777971821566,29.0546200283834,31.3233358531369,29.7823119717255,31.643542556078,32.2341770116812,29.2682909595271,34.7708510654156,32.4335274078455,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Rubber and plastic products,Units,715.146512591709,1020.05641767343,1073.20515106626,579.974169724238,544.678716163941,563.478553750343,582.233524178888,944.788468353894,871.053343622233,954.166134867512,712.74379436258,633.854450604731,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Telecommunications,Units,36.2563564597024,0.0,99.5757117535527,135.242191235963,116.838291038557,0.0,135.533474984162,150.804374125737,294.365711438504,289.196711228344,0.0,0.0,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises","Textiles, wearing apparel, leather and related products",Units,47.8704354571178,73.1453046501248,59.6188124683386,166.508774710555,34.0465572494817,30.8414973369874,33.9423382580809,38.9315499250159,38.4512736886428,46.5829963058585,37.363850667426,105.683242640312,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Transportation and storage,Units,6149.17340872945,16.4509283594326,77.3290842608136,7534.59119993056,6790.73292904797,7117.106819539,7184.53034689004,-0.0257391360559858,9024.35708525065,-0.0888175232196897,-0.194773244650311,0.0,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Wholesale and retail trade; repair of motor vehicles,Units,5545.87209500163,6693.48616337123,6149.90142159829,9704.96788063942,8667.84831491972,8366.50152021126,9319.96897402497,11058.6758311207,11466.1219839184,14320.4413746751,12085.42258464,10891.122011331,,
United States,US,USA,CO2 emissions in exports of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIXF,CO2 Emissions in Exports; Of which: Exports of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Exports, Of which: Exports of Foreign Controlled Multinational Enterprises",Wood and products of wood and cork,Units,18.28057478011,30.7421697959735,10.7256777524915,7.40117794737684,11.8861940435754,14.5517856952866,13.0603043183132,18.128482246127,21.9929075354696,50.665168075315,44.8418595276151,37.4139017911942,,
United States,US,USA,CO2 emissions in gross fixed capital formation of direct investment in resident operating units (non-SPEs),Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIFR,CO2 Emissions in Gross Fixed Capital Formation; Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes),"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Gross Fixed Capital Formation, Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes)",Accommodation and food services,Units,25892.5454218795,63154.7115569,69259.4820916688,61948.3648038417,34777.0245596048,28673.9253588849,37427.3551936958,32119.6012336359,34196.1302796206,34369.3960481163,75533.6864595213,53511.5090216195,33377.9002816937,22519.8089093394
United States,US,USA,CO2 emissions in gross fixed capital formation of direct investment in resident operating units (non-SPEs),Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIFR,CO2 Emissions in Gross Fixed Capital Formation; Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes),"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Gross Fixed Capital Formation, Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes)",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Units,23129.3788312557,43085.3134874061,43491.9086014487,68444.2510559489,25340.7605835593,30039.875668392,33427.3456540119,27222.902710289,32976.6983145442,27225.3733188049,61483.3110284277,63905.6115178096,35151.1659389452,23396.3315270378
United States,US,USA,CO2 emissions in gross fixed capital formation of direct investment in resident operating units (non-SPEs),Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIFR,CO2 Emissions in Gross Fixed Capital Formation; Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes),"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Gross Fixed Capital Formation, Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes)","Agriculture, forestry and fishing",Units,6795.8360799888,15666.5778241132,3200.75387651741,16694.0746189338,8806.06220097142,15555.0361073151,16639.0227095005,14631.5230109115,17103.2856493998,18387.8256622028,30383.6859178169,26821.7462621339,18253.4719026483,8178.16475791265
United States,US,USA,CO2 emissions in gross fixed capital formation of direct investment in resident operating units (non-SPEs),Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIFR,CO2 Emissions in Gross Fixed Capital Formation; Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes),"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Gross Fixed Capital Formation, Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes)",Air transport,Units,119780.595645672,229013.096926861,215708.200429047,274449.629643965,146225.092659554,189977.196508504,200048.043363831,178189.065513414,175143.076610416,167767.399015683,381595.560849925,370329.778114879,235006.894465418,87027.9060404654
United States,US,USA,CO2 emissions in gross fixed capital formation of direct investment in resident operating units (non-SPEs),Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIFR,CO2 Emissions in Gross Fixed Capital Formation; Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes),"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Gross Fixed Capital Formation, Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes)","ARTS, ENTERTAINMENT AND RECREATION",Units,16129.3040959728,31486.4911563724,30099.9221189086,53156.1576818586,26845.0478190821,31270.1043047378,32651.0652412384,25938.6729807269,23369.461323441,20584.7656965998,51203.166889062,49883.3433678326,34061.2898944541,20960.5664173473
United States,US,USA,CO2 emissions in gross fixed capital formation of direct investment in resident operating units (non-SPEs),Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIFR,CO2 Emissions in Gross Fixed Capital Formation; Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes),"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Gross Fixed Capital Formation, Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes)",Basic metals,Units,185777.376784225,367174.434688401,359096.162055579,508897.675382806,252493.210101793,397529.757395452,499883.495769767,312006.73954801,268503.86779061,249365.668920658,555085.778588734,491614.219705421,298428.595779237,179544.794976557
United States,US,USA,CO2 emissions in gross fixed capital formation of direct investment in resident operating units (non-SPEs),Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIFR,CO2 Emissions in Gross Fixed Capital Formation; Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes),"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Gross Fixed Capital Formation, Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes)",Chemicals and chemical products,Units,203192.226894945,356758.026656129,366879.29955142,576704.668224789,259430.605502271,374619.034470298,356820.793589925,303317.122195832,276797.5410757,245931.563484359,506768.906326162,443826.292111597,250789.217375656,160233.0069171
