Country,ISO2,ISO3,Counterpart Country,Counterpart ISO2,Counterpart ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Trade Flow,Scale,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
United States,US,USA,Central African Rep.,CF,CAF,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,490756.0,84978.0,182974.0,44904.0,523842.0,64896.0,55155.0,115702.0,234178.0,388566.0,177331.0,280219.0,113285.0,180899.0,191676.0,2851525.0,112872.0,121397.0,229474.0,43133.0,371834.0,304205.0,239287.0,1874127.0,335976.0,464115.0,486503.0,176343.0,194256.0
United States,US,USA,Central African Rep.,CF,CAF,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,11.1455744680851,1.85417142857143,2.39804347826087,3.12708108108108,3.60273846153846,5.25089189189189,0.591103333333333,1.89337162162162,0.45314,0.918269035532995,0.815642553191489,9.02381329113924,1.08530769230769,0.984131420947406,2.69467251615812,1.05116551110678,1.15039227016983,0.896710362155082,2.53085258934141,16.7553100183885,1.46504557096861,1.25458543454734,2.1787094067852,1.0151747447887,0.857801257230644
United States,US,USA,Central African Rep.,CF,CAF,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,2200.0,,56727.0,,61408.0,6486.0,,,41974.0,2838.0,3663.0,,45012.0,15075.0,12511.0,,,40513.0,42893.0,29564.0,40357.0,,,2879.0
United States,US,USA,Central African Rep.,CF,CAF,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,0.1375,,2.363625,,3.0704,0.072876404494382,,,1.3116875,0.0311868131868132,0.10175,,0.750379215569318,0.370385112066373,0.448841053009596,,,3.75354967224886,1.98457148700125,1.03676983983091,1.14061079783121,,,0.326972567921481
United States,US,USA,Central African Rep.,CF,CAF,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,,67096.0,,172429.0,,449974.0,183817.0,,,222873.0,194514.0,2855188.0,,166409.0,244549.0,55644.0,,,279800.0,1917020.0,365540.0,504472.0,,,197135.0
United States,US,USA,Central African Rep.,CF,CAF,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,,62696.0,,58975.0,,327158.0,170845.0,,,138925.0,188838.0,2847862.0,,76385.0,214399.0,30622.0,,,198774.0,1831234.0,306412.0,423758.0,,,191377.0
United States,US,USA,Chad,TD,TCD,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,75419.0,668607.0,16981.0,56927.0,98419.0,3321.0,70986.0,6987080.0,15122777.0,2242912.0,160533.0,985615.0,190219.0,1769382.0,212508.0,602409.0,912548.0,1431859.0,3904187.0,5034093.0,11292173.0,9399026.0,1741828.0,5099157.0,17182716.0,19268918.0,8863374.0,6269555.0,52556461.0
United States,US,USA,Chad,TD,TCD,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,2.65997297297297,0.127730769230769,0.755170212765957,5.09633843909555,11.8703116169545,3.48278260869565,0.399335820895522,1.83540968342644,0.315454394693201,2.48858227848101,0.3394696485623,0.96077990430622,1.03346319365798,4.03905621656167,10.6812809722477,12.1418407071544,16.9808284842146,16.6258856877028,5.29641555681056,16.1810563521336,32.6160505586561,22.7637489659456,19.2072630425855,15.0054710432013,64.4736625325544
United States,US,USA,Chad,TD,TCD,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,111708.0,,,5020.0,,,,,,2575.0,,,,,,12961.0,4548.0,,,10175.0,2565.0,,36323.0,6605.0,11835.0,37413.0,67108.0
United States,US,USA,Chad,TD,TCD,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,0.0635443037974684,,,,,,0.000162974683544304,,,,,,0.000408345396551363,0.000170955830871585,,,0.000780699379153787,0.000285420157182249,,0.00757649692101328,0.00497226840568335,0.356240269990091,0.921360401081015,1.45330530152815
United States,US,USA,Chad,TD,TCD,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,128689.0,,,8341.0,,,,,,988190.0,,,,,,1444820.0,3908735.0,,,9409201.0,1744393.0,,17219039.0,19275523.0,8875209.0,6306968.0,52623569.0
United States,US,USA,Chad,TD,TCD,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,-94727.0,,,-1699.0,,,,,,983040.0,,,,,,1418898.0,3899639.0,,,9388851.0,1739263.0,,17146393.0,19262313.0,8851539.0,6232142.0,52489353.0
United States,US,USA,Chile,CL,CHL,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,99167031.0,107421497.0,208421524.0,208406317.0,161845388.0,172377538.0,172216744.0,152804764.0,187377567.0,146705942.0,186833155.0,193387759.0,219430429.0,248035023.0,395771370.0,482050882.0,395814885.0,487769158.0,527323401.0,538308768.0,450771964.0,439763546.0,415757522.0,391339801.0,421725931.0,452689892.0,375070046.0,434355294.0,479210223.0
United States,US,USA,Chile,CL,CHL,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,4.06126290431859,5.49866145650579,5.09245798095689,4.88053799227059,7.1737200229709,5.39498922516824,5.15458685096286,3.72064103353406,3.23157534387794,2.98449033787361,3.27264989705043,5.14714675294168,3.64081538136061,3.04988565293847,2.80892480726254,3.0729372909563,2.72954349303953,2.82133452995412,3.21273361321599,2.87573281545947,2.7491696370232,2.86944759427792,2.9378903199563,2.5051926820484,2.15308271673882
United States,US,USA,Chile,CL,CHL,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,16631353.0,21254568.0,16135629.0,13325889.0,19595064.0,23121060.0,21595758.0,14301635.0,15841643.0,16414156.0,25776262.0,33393242.0,36735985.0,57294127.0,66030244.0,34034898.0,34250669.0,56090985.0,64782996.0,93659378.0,101688415.0,49521605.0,42171368.0,74068855.0,107542493.0,78025158.0,69948128.0,80554523.0,180698203.0
United States,US,USA,Chile,CL,CHL,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,0.697010777931918,0.711351567547611,0.599582375478927,0.350264137542553,0.364158958208818,0.379684855774791,0.475445208890528,0.448448136012033,0.356971965795355,0.585607970399747,0.735205139624994,0.514099028744921,0.446501310146137,0.618011998390326,0.691640811089252,0.901898827897846,1.07316618294322,0.557688405639408,0.479250138912516,0.70196915813876,0.946141046924238,0.75068572245445,0.691642481326947,0.534782248489165,1.16071257426791
United States,US,USA,Chile,CL,CHL,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,115798384.0,128676065.0,224557153.0,221732206.0,181440452.0,195498598.0,193812502.0,167106399.0,203219210.0,163120098.0,212609417.0,226781001.0,256166414.0,305329150.0,461801614.0,516085780.0,430065554.0,543860143.0,592106397.0,631968146.0,552460379.0,489285151.0,457928890.0,465408656.0,529268424.0,530715050.0,445018174.0,514909817.0,659908426.0
United States,US,USA,Chile,CL,CHL,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,82535678.0,86166929.0,192285895.0,195080428.0,142250324.0,149256478.0,150620986.0,138503129.0,171535924.0,130291786.0,161056893.0,159994517.0,182694444.0,190740896.0,329741126.0,448015984.0,361564216.0,431678173.0,462540405.0,444649390.0,349083549.0,390241941.0,373586154.0,317270946.0,314183438.0,374664734.0,305121918.0,353800771.0,298512020.0
United States,US,USA,"China, P.R.: Hong Kong",HK,HKG,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,462765331.0,588572665.0,602608722.0,684370665.0,570922962.0,564601192.0,694230636.0,670001776.0,667861283.0,782397389.0,824344723.0,958317745.0,1126794511.0,1136545539.0,1125055633.0,977029898.0,1417595322.0,1556423478.0,1619922194.0,1534497309.0,1806422389.0,1627194660.0,1543007217.0,1835043919.0,1557822249.0,1270755825.0,1171662782.0,921101960.0,696916664.0
United States,US,USA,"China, P.R.: Hong Kong",HK,HKG,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,4.41771162610748,4.43631700034573,4.76567816959903,4.76110525567778,5.29565303889307,5.77751891508703,5.21440143589095,5.87114562720172,6.33792599529772,5.64863816368218,5.20057334294814,4.62646092725267,5.33550373177864,4.27603144969492,4.32304239661843,3.62421117714744,4.42123587366955,4.37720369892756,4.42021398307521,4.58482119852363,4.15867072940235,4.12582418579647,4.88467839454911,3.08122463645691,2.69834572900619
United States,US,USA,"China, P.R.: Hong Kong",HK,HKG,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,100289339.0,141368193.0,144842801.0,185916472.0,228711436.0,152562555.0,162955276.0,130357821.0,105043652.0,98326534.0,120852698.0,105777184.0,121015583.0,139162253.0,127564142.0,92391728.0,96772934.0,93150914.0,100503478.0,109372335.0,129940981.0,140177411.0,153697967.0,162652321.0,171056500.0,64445710.0,51040353.0,58429517.0,55802428.0
United States,US,USA,"China, P.R.: Hong Kong",HK,HKG,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,2.09155405578418,1.38456596907104,1.3738283507849,1.29400259082787,1.07467033607857,1.05872033852681,1.23540949051358,1.1371078550466,1.46072934118726,1.90088995888484,1.90017043778768,2.50723820895522,2.17477041664794,2.11246992097994,1.84221867217686,1.92250859912425,2.21403213756762,2.09131205698836,2.08084782143142,2.1531751628602,2.71035646648208,1.36733643871831,0.643318961064916,1.41945351139038,1.19284694518784
United States,US,USA,"China, P.R.: Hong Kong",HK,HKG,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,563054670.0,729940858.0,747451523.0,870287137.0,799634398.0,717163747.0,857185912.0,800359597.0,772904935.0,880723923.0,945197421.0,1064094929.0,1247810094.0,1275707792.0,1252619775.0,1069421626.0,1514368256.0,1649574392.0,1720425672.0,1643869644.0,1936363370.0,1767372071.0,1696705184.0,1997696240.0,1728878749.0,1335201535.0,1222703135.0,979531477.0,752719092.0
United States,US,USA,"China, P.R.: Hong Kong",HK,HKG,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,362475992.0,447204472.0,457765921.0,498454193.0,342211526.0,412038637.0,531275360.0,539643955.0,562817631.0,684070855.0,703492025.0,852540561.0,1005778928.0,997383286.0,997491491.0,884638170.0,1320822388.0,1463272564.0,1519418716.0,1425124974.0,1676481408.0,1487017249.0,1389309250.0,1672391598.0,1386765749.0,1206310115.0,1120622429.0,862672443.0,641114236.0
United States,US,USA,"China, P.R.: Macao",MO,MAC,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,4832615.0,2692759.0,5353773.0,7054887.0,6406659.0,5594376.0,8113887.0,4833420.0,13746569.0,6059811.0,8406146.0,5756415.0,11884481.0,10078900.0,11269170.0,9102575.0,4910259.0,7380334.0,10249208.0,6627540.0,10258732.0,11875887.0,9453836.0,17701387.0,14825940.0,12315149.0,18889847.0,6823026.0,7191590.0
United States,US,USA,"China, P.R.: Macao",MO,MAC,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,15.6642029339853,12.8017757437071,11.7592565217391,6.78851123595506,17.3787218710493,11.0985549450549,9.82026401869159,5.66576279527559,5.9333404892661,4.4518109540636,3.67432996413433,4.35113527724665,2.18233733333333,2.53184848352004,2.9668236933368,1.8870948417591,2.36696989245238,2.19000075603322,1.49626387634327,3.53125471931671,2.46366573119275,2.15206336281504,10.3220540273579,3.10762753500175,2.87461442165874
