,Year,Month,Initial Fees and Charges (%),Effective Rate (%),Term to Maturity,Loan Amount ($thou),Purchase Price ($thou),Loan-to-Price Ratio (%),Share of Total Market (%)
561,2007,6,0.49,6.66,30,191.8,248.6,81.2,70.3
562,2007,7,0.5,6.84,30,184,239.5,81.4,69
563,2007,8,0.54,6.81,30,188.1,240.1,82.2,70.5
564,2007,9,0.53,6.64,30,186.8,241.4,81.8,75.8
565,2007,10,0.53,6.57,30,190.5,240.3,82.7,72.7
566,2007,11,0.52,6.44,30,194.6,249.5,81.7,74.5
567,2007,12,0.61,6.29,30,196.6,243.8,83.5,75
568,2008,1,0.62,6.07,30,197.2,246.1,83,73.7
569,2008,2,0.49,6,30,194.2,247.5,81.8,71.5
570,2008,3,0.57,6.18,30,187.4,236.6,82.3,70.2
571,2008,4,0.5,6.06,30,201.9,258.7,81.1,73.3
572,2008,5,0.49,6.14,30,196.6,253.1,80.8,74.9
573,2008,6,0.51,6.31,30,195.8,254.9,80.1,72.2
574,2008,7,0.59,6.51,30,193.5,258.7,78.6,74.2
575,2008,8,0.6,6.58,30,196.2,262,78.2,73.1
576,2008,9,0.67,6.26,30,195.2,257.5,78.7,76.5
577,2008,10,0.62,6.21,30,192.4,255.2,77.9,78.9
578,2008,11,0.64,6.26,30,190.4,251.9,78,80.7
579,2008,12,0.68,5.61,30,200.8,268.6,77.1,82.9
580,2009,1,0.66,5.18,30,189.4,260.1,76.6,79.3
581,2009,2,0.59,5.11,30,193.9,266.1,76.2,78.4
582,2009,3,0.62,5.13,30,186.3,254.3,76.9,77.5
583,2009,4,0.6,4.95,30,195.3,262.8,77.4,78.2
584,2009,5,0.62,4.96,30,195.4,266.8,76.5,76.4
585,2009,6,0.63,5.21,30,193.4,264.8,76.3,74.3
586,2009,7,0.72,5.41,30,193.9,261.3,76.9,75.2
587,2009,8,0.7,5.4,30,189.3,258,76.1,73.4
588,2009,9,0.68,5.33,30,183.7,249.8,75.9,73.5
589,2009,10,0.68,5.19,30,182.1,245.5,76.3,74.7
590,2009,11,0.65,5.19,30,182,247.3,76,73.7
591,2009,12,0.69,5.14,30,188.2,254.7,76.3,69.2
592,2010,1,0.58,5.18,30,190,265.2,74.8,72.4
593,2010,2,0.67,5.23,30,180.5,244.6,76.9,70
594,2010,3,0.65,5.18,30,187.4,253.5,76.1,71.7
595,2010,4,0.68,5.22,30,187.2,256.8,76.1,70
596,2010,5,0.75,5.23,30,186,251.1,76.4,67.2
597,2010,6,0.88,5.12,30,185.4,251.9,76.3,69.4
598,2010,7,0.91,4.96,30,188.4,255,76.7,69.7
599,2010,8,0.91,4.82,30,184.6,256,75.8,68.4
600,2010,9,0.88,4.7,30,186.8,256,75.2,70.6
601,2010,10,0.96,4.59,30,183.9,259.2,73.9,73.8
602,2010,11,0.84,4.5,30,185.5,253.9,76.6,71.1
603,2010,12,0.86,4.73,30,180.9,241.8,77.5,77.1
604,2011,1,0.89,4.98,30,168.2,235,74.8,68.5
605,2011,2,0.88,5.09,30,183,249.9,76.9,66.8
606,2011,3,1.07,5.21,30,178.8,237.5,77.9,64.4
607,2011,4,0.92,5.12,30,172.4,227.6,78.4,66.8
608,2011,5,0.89,5.04,30,186.4,244.5,79.2,67.6
609,2011,6,0.97,4.92,30,175.8,230.5,78.6,69.9
610,2011,7,0.88,4.81,30,176,230.3,78.5,70.2
611,2011,8,1.02,4.77,30,176.4,234.5,78.7,64.1
612,2011,9,0.98,4.69,30,181.1,232.5,80.8,75.1
613,2011,10,0.89,4.48,30,179,226.5,82.1,72.4
614,2011,11,0.87,4.52,30,182,236.7,79.6,70.3
615,2011,12,0.94,4.45,30,180.7,230.4,81.2,70
616,2012,1,0.84,4.44,30,182.2,235.2,80.2,63
617,2012,2,1.06,4.51,30,180.8,238.1,79.3,64.3
618,2012,3,1.16,4.16,30,200.2,261.3,78.6,56.2
619,2012,4,1.05,4.32,30,192.8,251.6,78.8,57.7
620,2012,5,1.17,4.19,30,202.9,262.3,79,60
621,2012,6,1.26,4.04,30,209.9,274.8,78.7,62.7
622,2012,7,1.09,3.98,30,206.2,269.7,79,64.2
623,2012,8,1.2,3.89,30,206,267.8,79.1,64.5
624,2012,9,1.1,3.9,30,204.5,266.6,78.8,62.8
625,2012,10,1.22,3.77,30,204.6,264.4,79.2,63.7
626,2012,11,1.24,3.69,30,213,279.7,79,62
627,2012,12,1.29,3.63,30,213,277.6,79.6,61.9
628,2013,1,1.11,3.67,30,205.6,270.8,79.7,63.9
629,2013,2,1.11,3.76,30,205.8,267.1,80.3,62.8
630,2013,3,1.06,3.87,30,210.6,274.2,80.4,62.8
631,2013,4,1.2,3.93,30,204.9,262.4,81,61.9
632,2013,5,1.37,3.76,30,216.7,276.6,80.9,64
633,2013,6,1.06,3.9,30,215.1,275.9,80.9,60.3
634,2013,7,1.09,4.42,30,209.4,267.9,81.1,59.9
635,2013,8,1.21,4.65,30,210,268,80.7,63.8
636,2013,9,1.22,4.79,30,204.5,263.1,80.5,62.6
637,2013,10,1.4,4.77,30,205.3,262.9,80.6,64.1
638,2013,11,1.36,4.65,30,205.5,264.3,80.6,65
639,2013,12,1.34,4.71,30,215.3,273.5,80.8,62.7
640,2014,1,1.44,4.85,30,207.7,266.6,80.6,62.9
641,2014,2,1.49,4.64,30,204.7,262.5,80.5,63.5
642,2014,3,1.36,4.69,30,211.3,268.7,80.8,63.4
643,2014,4,1.31,4.7,30,209.3,265.6,81.4,62.7
644,2014,5,1.39,4.55,30,214.4,269.2,81.7,64.5
645,2014,6,1.34,4.52,30,218,275.9,81.2,63
646,2014,7,1.34,4.51,30,217,276.7,80.7,65.1
647,2014,8,1.33,4.5,30,217,275.6,80.9,64.6
648,2014,9,1.3,4.47,30,213.4,272.6,80.6,64.5
649,2014,10,1.44,4.51,30,214.8,273.1,80.7,66.2
650,2014,11,1.45,4.42,30,215.7,274.7,81.1,63
651,2014,12,1.51,4.37,30,222.5,284.1,80.8,65
652,2015,1,1.39,4.24,30,215.7,278.2,80.5,64.7
653,2015,2,1.33,4.08,30,224,288.9,80.4,66.5
654,2015,3,1.3,4.12,30,230.5,299,80.4,63.9
655,2015,4,1.41,4.11,30,220.3,283.7,80.7,64.4
656,2015,5,1.28,4.07,30,230.8,295.9,80.8,65.9
657,2015,6,1.29,4.2,30,231.6,298.4,80.7,61.6
658,2015,7,1.45,4.38,30,222.4,281.5,81.3,65.4
659,2015,8,1.42,4.38,30,218.7,280.5,81,62.6
660,2015,9,1.42,4.34,30,216.7,279,80.6,62.1
661,2015,10,1.43,4.29,30,219.6,285,80.5,61.5
662,2015,11,1.41,4.25,30,225.9,291.1,81,61.5
663,2015,12,1.43,4.36,30,226.6,290.4,80.8,61.1
664,2016,1,1.35,4.39,30,215.3,280.7,80.2,61
665,2016,2,1.42,4.28,30,222.7,285.5,81,61.7
666,2016,3,1.3,4.1,30,233.1,294.7,81.9,64.1
667,2016,4,1.32,4.11,30,225,285.9,81.5,63.5
668,2016,5,1.29,4.05,30,229.5,287.4,82.3,63.5
669,2016,6,1.29,4.03,30,233.4,292,82.7,63.7
670,2016,7,1.37,3.97,30,229.3,286.8,82.7,63.3
671,2016,8,1.37,3.9,30,230.6,287.3,83,64.5
672,2016,9,1.43,3.88,30,224.2,280.2,82.6,68.5
673,2016,10,1.38,3.9,30,225.2,283.9,82.4,65.1
674,2016,11,1.47,3.95,30,226.7,284.7,82.7,65.5
675,2016,12,1.45,4.18,30,235.1,297.6,81.7,65.4
676,2017,1,1.47,4.51,30,222.7,281.8,81.9,65.7
677,2017,2,1.47,4.55,30,227,285.6,82.2,69.1
678,2017,3,1.38,4.38,30,232.5,293.8,82.1,68
679,2017,4,1.18,4.18,30,230.6,289.8,82.1,69.1
680,2017,5,1.16,4.09,30,232.4,291.2,82.3,69
681,2017,6,1.33,4.26,30,235.8,299.1,81.4,68.3
682,2017,7,1.32,4.25,30,230.9,289.8,82.3,66.6
683,2017,8,1.28,4.29,30,230.8,291.2,81.8,68.6
684,2017,9,1.31,4.23,30,227.5,288.4,81.5,70
685,2017,10,1.25,4.16,30,231.8,296.5,81.2,68.6
686,2017,11,1.26,4.17,30,239,304.7,81.1,69.2
687,2017,12,1.23,4.22,30,243.2,310.6,81,67.4
688,2018,1,1.21,4.25,30,242.5,308,81.5,73.3
689,2018,2,1.15,4.46,30,246.5,312.1,81.5,71.5
690,2018,3,1.14,4.62,30,254.6,322.3,81.2,73.4
691,2018,4,1.17,4.78,30,237.6,299.8,81.3,70.2
692,2018,5,1.13,4.82,30,243.2,307.7,81.4,68.8
693,2018,6,1.14,4.86,30,248.4,315.7,80.9,68.1
694,2018,7,1.15,4.88,30,240,303,81.4,68.6
695,2018,8,1.15,4.87,30,241.3,306.5,81,70.2
696,2018,9,1.12,4.86,30,238.6,308.6,79.9,71.6
697,2018,10,1.06,4.97,30,238.5,305.4,80.3,70.5
698,2018,11,1.03,5.07,30,243.2,309.5,80.7,70.1
699,2018,12,1.17,5.1,30,242.8,310.3,80.5,70
700,2019,1,1.18,4.9,30,250.7,317.7,81.2,75.1
701,2019,2,1.13,4.77,30,241.1,307.2,80.7,71.2
702,2019,3,1.06,4.69,30,254.8,321.5,81.4,71.5
703,2019,4,1.12,4.5,30,247.5,310.5,81.9,67.9
