RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31
394813,200,"Macon, GA",msa,GA,37.0,33.0,33.0,34.0,36.0,25.0,31.0,34.0,33.0,31.0,33.0,32.0,32.0,30.0,32.0,34.0,33.0,37.0,36.0,32.0,34.0,35.0,32.0,32.0,36.0,30.0,34.0,34.0,37.0,35.0,36.0,36.0,35.0,37.0,37.0,37.0,37.0,32.0,33.0,33.0,35.0,36.0,32.0,33.0,34.0,34.0,32.0,32.0,31.0,29.0,28.0,29.0,29.0,31.0,32.0,28.0,30.0,28.0,28.0,29.0,28.0,26.0,27.0,28.0,28.0,30.0,31.0,27.0,25.0,27.0,29.0,27.0
395174,201,"Tyler, TX",msa,TX,26.0,31.0,29.0,36.0,32.0,30.0,33.0,33.0,28.0,33.0,33.0,26.0,34.0,28.0,32.0,28.0,33.0,34.0,34.0,33.0,33.0,31.0,34.0,37.0,31.0,32.0,28.0,31.0,31.0,27.0,26.0,26.0,25.0,26.0,28.0,28.0,29.0,29.0,27.0,23.0,27.0,28.0,30.0,28.0,27.0,28.0,31.0,31.0,33.0,28.0,31.0,33.0,31.0,33.0,33.0,31.0,35.0,35.0,33.0,36.0,37.0,32.0,31.0,31.0,34.0,34.0,34.0,31.0,35.0,32.0,34.0,31.0
394361,202,"Barnstable Town, MA",msa,MA,54.0,46.0,44.0,44.0,38.0,43.0,45.0,46.0,44.0,44.0,47.0,46.0,50.0,47.0,46.0,47.0,46.0,46.0,45.0,47.0,49.0,47.0,47.0,48.0,50.0,37.0,36.0,42.0,41.0,36.0,34.0,41.0,43.0,43.0,45.0,48.0,47.0,47.0,47.0,48.0,46.0,47.0,45.0,47.0,50.0,47.0,48.0,45.0,51.0,47.0,45.0,43.0,43.0,42.0,44.0,48.0,50.0,45.0,45.0,45.0,50.0,46.0,45.0,44.0,43.0,43.0,43.0,45.0,47.0,44.0,43.0,44.0
394519,203,"Daphne, AL",msa,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,41.0,47.0,47.0,14.0,29.0,35.0,38.0,37.0,37.0,37.0,37.0,36.0,35.0,35.0,36.0,39.0,34.0,35.0,34.0,35.0,35.0,33.0,32.0,32.0,32.0,31.0,30.0,30.0,29.0,33.0,50.0,50.0,44.0,38.0,35.0,37.0,34.0,38.0,50.0
394378,205,"Bellingham, WA",msa,WA,37.0,33.0,32.0,32.0,32.0,31.0,34.0,32.0,33.0,35.0,34.0,35.0,37.0,35.0,33.0,33.0,33.0,33.0,33.0,34.0,35.0,35.0,38.0,36.0,37.0,35.0,33.0,35.0,36.0,35.0,35.0,35.0,35.0,35.0,36.0,35.0,36.0,32.0,31.0,32.0,31.0,33.0,33.0,30.0,32.0,32.0,31.0,33.0,35.0,29.0,26.0,28.0,28.0,29.0,30.0,30.0,31.0,30.0,33.0,31.0,31.0,31.0,30.0,29.0,28.0,29.0,29.0,29.0,28.0,32.0,33.0,34.0
395030,207,"Rochester, MN",msa,MN,37.0,35.0,35.0,36.0,40.0,42.0,37.0,37.0,36.0,34.0,34.0,33.0,38.0,32.0,35.0,35.0,39.0,43.0,40.0,37.0,36.0,35.0,34.0,33.0,37.0,35.0,37.0,37.0,42.0,42.0,41.0,40.0,38.0,38.0,36.0,38.0,36.0,36.0,38.0,39.0,41.0,46.0,42.0,38.0,39.0,38.0,35.0,35.0,35.0,37.0,35.0,36.0,39.0,43.0,38.0,34.0,33.0,33.0,32.0,31.0,34.0,33.0,34.0,33.0,37.0,42.0,36.0,35.0,32.0,31.0,32.0,31.0
753895,208,"Lafayette, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,20.0,33.0,38.0,31.0,35.0,36.0,38.0,22.0,31.0,37.0,36.0,38.0,39.0,37.0,35.0,36.0,36.0,36.0,35.0,36.0,33.0,32.0,33.0,36.0,35.0,35.0,33.0,33.0,32.0,31.0,33.0,35.0,31.0,30.0,30.0,35.0,34.0,33.0,30.0,31.0,32.0,29.0,29.0
394454,209,"Champaign, IL",msa,IL,45.0,44.0,39.0,45.0,49.0,49.0,43.0,42.0,42.0,40.0,40.0,38.0,45.0,43.0,42.0,40.0,47.0,48.0,46.0,41.0,43.0,41.0,42.0,41.0,42.0,44.0,41.0,46.0,47.0,47.0,46.0,45.0,46.0,45.0,46.0,43.0,44.0,42.0,43.0,45.0,47.0,48.0,47.0,45.0,41.0,40.0,42.0,41.0,44.0,43.0,40.0,41.0,44.0,45.0,41.0,39.0,39.0,39.0,37.0,35.0,37.0,35.0,38.0,36.0,43.0,43.0,41.0,39.0,38.0,37.0,35.0,38.0
394848,210,"Medford, OR",msa,OR,40.0,40.0,42.0,41.0,39.0,41.0,40.0,40.0,28.0,37.0,40.0,34.0,37.0,35.0,36.0,34.0,37.0,37.0,37.0,36.0,38.0,41.0,40.0,42.0,38.0,38.0,36.0,29.0,22.0,36.0,39.0,40.0,42.0,40.0,42.0,44.0,46.0,40.0,42.0,40.0,39.0,40.0,43.0,41.0,40.0,39.0,39.0,39.0,42.0,39.0,36.0,37.0,36.0,36.0,35.0,33.0,33.0,36.0,35.0,34.0,35.0,32.0,31.0,34.0,35.0,34.0,35.0,33.0,35.0,36.0,31.0,30.0
845164,211,"Lebanon, NH",msa,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,39.0,53.0,57.0,51.0,50.0,48.0,55.0,54.0,56.0,56.0,54.0,53.0,53.0,49.0,51.0,55.0,55.0,48.0,48.0,47.0,49.0,51.0,48.0,47.0,47.0,45.0,47.0,41.0,41.0,42.0,43.0,49.0,47.0,44.0,46.0,44.0,42.0,42.0,44.0
394459,212,"Charlottesville, VA",msa,VA,19.0,34.0,43.0,47.0,43.0,45.0,48.0,44.0,45.0,46.0,45.0,48.0,43.0,37.0,48.0,42.0,46.0,49.0,45.0,43.0,47.0,45.0,45.0,43.0,44.0,42.0,46.0,46.0,48.0,53.0,45.0,45.0,49.0,40.0,43.0,51.0,,35.0,42.0,45.0,48.0,48.0,48.0,45.0,43.0,41.0,43.0,42.0,45.0,42.0,39.0,39.0,40.0,43.0,41.0,37.0,38.0,37.0,40.0,39.0,39.0,38.0,38.0,36.0,39.0,41.0,40.0,39.0,38.0,37.0,36.0,39.0
394763,213,"Lake Charles, LA",msa,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,51.0,49.0,47.0,40.0,42.0,42.0,41.0,43.0,42.0,40.0,41.0,40.0,38.0,37.0,40.0,37.0,38.0,37.0,39.0,40.0,39.0,37.0,35.0,37.0,36.0,36.0,39.0,33.0,39.0,35.0,36.0,38.0,36.0,36.0,39.0,37.0,33.0,35.0
394464,215,"Chico, CA",msa,CA,38.0,33.0,32.0,33.0,35.0,35.0,33.0,34.0,32.0,34.0,31.0,28.0,32.0,31.0,31.0,32.0,32.0,33.0,35.0,32.0,34.0,37.0,34.0,38.0,37.0,33.0,34.0,37.0,39.0,35.0,35.0,36.0,38.0,40.0,36.0,36.0,38.0,35.0,34.0,35.0,34.0,35.0,33.0,34.0,33.0,32.0,33.0,34.0,33.0,32.0,32.0,29.0,31.0,30.0,30.0,29.0,32.0,30.0,29.0,28.0,34.0,25.0,31.0,32.0,31.0,31.0,31.0,29.0,31.0,27.0,30.0,31.0
394681,216,"Hilton Head Island, SC",msa,SC,49.0,41.0,41.0,39.0,37.0,43.0,42.0,42.0,45.0,43.0,39.0,39.0,46.0,40.0,38.0,41.0,41.0,43.0,42.0,42.0,45.0,43.0,40.0,42.0,46.0,38.0,41.0,45.0,43.0,39.0,41.0,43.0,44.0,42.0,42.0,41.0,43.0,38.0,41.0,44.0,45.0,45.0,46.0,45.0,43.0,43.0,42.0,41.0,45.0,39.0,40.0,41.0,40.0,42.0,40.0,40.0,39.0,40.0,38.0,36.0,42.0,38.0,38.0,40.0,41.0,41.0,41.0,39.0,41.0,41.0,39.0,38.0
394346,217,"Athens, GA",msa,GA,29.0,27.0,28.0,27.0,33.0,30.0,31.0,29.0,26.0,28.0,27.0,25.0,33.0,28.0,30.0,31.0,36.0,34.0,30.0,28.0,28.0,29.0,27.0,28.0,35.0,27.0,29.0,33.0,30.0,29.0,30.0,26.0,29.0,29.0,27.0,30.0,29.0,31.0,32.0,33.0,33.0,32.0,34.0,31.0,33.0,33.0,31.0,31.0,35.0,30.0,29.0,30.0,32.0,31.0,30.0,28.0,26.0,25.0,26.0,27.0,29.0,26.0,23.0,26.0,29.0,29.0,27.0,26.0,25.0,25.0,25.0,22.0
394765,218,"Lake Havasu City, AZ",msa,AZ,39.0,37.0,28.0,32.0,36.0,38.0,29.0,35.0,38.0,36.0,36.0,33.0,37.0,35.0,36.0,35.0,35.0,37.0,36.0,36.0,35.0,35.0,35.0,37.0,37.0,34.0,35.0,39.0,37.0,36.0,39.0,41.0,41.0,41.0,42.0,40.0,42.0,38.0,41.0,39.0,38.0,43.0,40.0,39.0,38.0,39.0,37.0,37.0,39.0,37.0,37.0,37.0,,33.0,33.0,33.0,31.0,33.0,31.0,32.0,32.0,29.0,31.0,31.0,32.0,32.0,34.0,31.0,32.0,33.0,29.0,33.0
395114,220,"Springfield, IL",msa,IL,37.0,34.0,33.0,39.0,44.0,39.0,43.0,40.0,40.0,39.0,39.0,39.0,38.0,43.0,38.0,41.0,43.0,38.0,42.0,30.0,33.0,40.0,38.0,36.0,34.0,35.0,36.0,42.0,45.0,46.0,45.0,44.0,46.0,45.0,45.0,44.0,41.0,43.0,42.0,44.0,42.0,44.0,43.0,42.0,42.0,40.0,40.0,40.0,40.0,40.0,36.0,38.0,38.0,42.0,40.0,38.0,34.0,38.0,36.0,37.0,35.0,35.0,34.0,35.0,37.0,36.0,38.0,34.0,36.0,33.0,33.0,33.0
394872,222,"Monroe, LA",msa,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,29.0,34.0,32.0,34.0,33.0
394565,223,"Elkhart, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,34.0,41.0,26.0,39.0,36.0,39.0,22.0,32.0,34.0,34.0,37.0,36.0,38.0,37.0,36.0,36.0,35.0,34.0,35.0,36.0,33.0,33.0,34.0,35.0,34.0,33.0,34.0,31.0,32.0,30.0,33.0,30.0,30.0,32.0,32.0,32.0,32.0,30.0,31.0,31.0,28.0,27.0
394726,224,"Johnson City, TN",msa,TN,39.0,37.0,35.0,40.0,41.0,41.0,38.0,37.0,37.0,35.0,38.0,38.0,33.0,38.0,36.0,39.0,38.0,37.0,41.0,41.0,41.0,41.0,40.0,40.0,41.0,35.0,37.0,39.0,41.0,43.0,41.0,42.0,41.0,41.0,41.0,41.0,45.0,41.0,38.0,39.0,38.0,40.0,40.0,39.0,40.0,39.0,40.0,42.0,43.0,40.0,39.0,39.0,34.0,38.0,34.0,35.0,35.0,36.0,39.0,32.0,38.0,36.0,36.0,34.0,35.0,34.0,36.0,37.0,36.0,35.0,32.0,29.0
394623,226,"Gainesville, GA",msa,GA,33.0,34.0,29.0,33.0,32.0,33.0,34.0,32.0,31.0,33.0,29.0,31.0,31.0,29.0,29.0,32.0,31.0,34.0,31.0,32.0,33.0,32.0,33.0,32.0,32.0,30.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,34.0,34.0,32.0,32.0,30.0,31.0,32.0,31.0,32.0,31.0,30.0,29.0,30.0,29.0,29.0,34.0,30.0,28.0,29.0,28.0,28.0,29.0,27.0,28.0,28.0,28.0,28.0,30.0,26.0,28.0,28.0,27.0,27.0,27.0,29.0,25.0,26.0,24.0,24.0
394716,227,"Jacksonville, NC",msa,NC,41.0,37.0,36.0,38.0,39.0,42.0,38.0,37.0,42.0,44.0,39.0,36.0,39.0,34.0,36.0,36.0,39.0,41.0,39.0,38.0,38.0,38.0,37.0,38.0,39.0,34.0,36.0,39.0,41.0,42.0,41.0,41.0,41.0,40.0,40.0,40.0,42.0,39.0,39.0,40.0,41.0,42.0,42.0,39.0,39.0,37.0,37.0,37.0,39.0,36.0,34.0,36.0,35.0,37.0,36.0,36.0,36.0,36.0,34.0,34.0,35.0,33.0,35.0,35.0,36.0,37.0,37.0,33.0,34.0,35.0,33.0,33.0
394597,228,"Florence, SC",msa,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,34.0,40.0,40.0,42.0,42.0,43.0,42.0,39.0,37.0,39.0,42.0,42.0,45.0,39.0,37.0,39.0,38.0,39.0,39.0,38.0,40.0,37.0,37.0,37.0,40.0,37.0,35.0,37.0,36.0,37.0,39.0,38.0,41.0,39.0,37.0,36.0
394680,229,"Hilo, HI",msa,HI,54.0,48.0,40.0,46.0,51.0,50.0,50.0,47.0,50.0,47.0,47.0,46.0,49.0,44.0,47.0,46.0,48.0,51.0,52.0,52.0,46.0,49.0,48.0,47.0,52.0,48.0,50.0,49.0,53.0,49.0,49.0,48.0,49.0,51.0,52.0,53.0,51.0,49.0,49.0,52.0,53.0,52.0,56.0,54.0,54.0,51.0,49.0,48.0,53.0,51.0,49.0,49.0,49.0,48.0,45.0,47.0,45.0,44.0,41.0,42.0,43.0,43.0,43.0,43.0,44.0,45.0,49.0,44.0,46.0,44.0,44.0,42.0
395118,230,"St. Cloud, MN",msa,MN,34.0,33.0,35.0,37.0,36.0,37.0,35.0,35.0,32.0,33.0,34.0,30.0,38.0,25.0,34.0,35.0,36.0,36.0,35.0,35.0,35.0,33.0,34.0,31.0,38.0,34.0,35.0,35.0,38.0,37.0,35.0,37.0,38.0,38.0,36.0,38.0,37.0,33.0,37.0,39.0,39.0,41.0,41.0,40.0,41.0,38.0,35.0,35.0,39.0,34.0,35.0,38.0,36.0,39.0,36.0,34.0,33.0,32.0,33.0,31.0,33.0,29.0,31.0,35.0,34.0,37.0,33.0,36.0,34.0,33.0,33.0,35.0
395011,231,"Racine, WI",msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,46.0,36.0,26.0,19.0,25.0,31.0,29.0,33.0,31.0,31.0,28.0,31.0,28.0,29.0,29.0,27.0,24.0,24.0,30.0,27.0,23.0,19.0,24.0,25.0,23.0,24.0,26.0,29.0,30.0,29.0,29.0,26.0,25.0,25.0
394380,232,"Bend, OR",msa,OR,40.0,34.0,37.0,39.0,39.0,38.0,38.0,37.0,39.0,37.0,35.0,36.0,41.0,37.0,37.0,37.0,38.0,37.0,38.0,37.0,39.0,37.0,38.0,38.0,40.0,36.0,37.0,40.0,38.0,37.0,37.0,38.0,39.0,39.0,41.0,38.0,40.0,34.0,37.0,37.0,37.0,36.0,38.0,38.0,36.0,39.0,39.0,37.0,40.0,36.0,35.0,33.0,34.0,34.0,34.0,33.0,35.0,34.0,33.0,31.0,35.0,33.0,32.0,32.0,32.0,33.0,33.0,31.0,33.0,33.0,32.0,33.0
395047,233,"Saginaw, MI",msa,MI,32.0,30.0,31.0,30.0,34.0,35.0,32.0,35.0,33.0,33.0,34.0,32.0,31.0,31.0,30.0,31.0,34.0,34.0,35.0,33.0,35.0,34.0,35.0,37.0,34.0,30.0,34.0,38.0,39.0,35.0,39.0,41.0,43.0,42.0,42.0,41.0,35.0,33.0,36.0,37.0,35.0,36.0,35.0,35.0,35.0,33.0,34.0,36.0,34.0,34.0,29.0,30.0,30.0,31.0,32.0,32.0,30.0,31.0,31.0,30.0,31.0,27.0,29.0,31.0,29.0,28.0,30.0,30.0,28.0,29.0,30.0,30.0
395202,234,"Warner Robins, GA",msa,GA,37.0,33.0,35.0,33.0,34.0,36.0,35.0,33.0,34.0,34.0,34.0,32.0,37.0,34.0,33.0,33.0,32.0,36.0,35.0,31.0,33.0,32.0,33.0,31.0,38.0,33.0,33.0,36.0,33.0,32.0,34.0,37.0,36.0,34.0,36.0,36.0,37.0,32.0,32.0,34.0,33.0,37.0,35.0,36.0,34.0,33.0,36.0,36.0,34.0,27.0,30.0,30.0,30.0,31.0,31.0,31.0,28.0,28.0,30.0,27.0,30.0,29.0,29.0,30.0,29.0,32.0,30.0,29.0,31.0,28.0,30.0,32.0
395151,235,"Terre Haute, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,37.0,35.0,30.0,39.0,40.0,30.0,34.0,37.0,37.0,40.0,36.0,38.0,34.0,34.0,37.0,37.0,36.0,35.0,34.0,34.0,37.0,41.0,38.0,30.0,35.0,36.0,35.0,35.0,32.0,28.0,31.0,29.0,34.0,35.0,27.0,28.0,33.0,33.0,36.0,35.0,28.0,35.0,33.0,28.0,29.0
395162,236,"Torrington, CT",msa,CT,,38.0,46.0,49.0,47.0,51.0,45.0,50.0,50.0,51.0,47.0,50.0,50.0,45.0,45.0,48.0,48.0,52.0,50.0,50.0,51.0,47.0,49.0,50.0,54.0,50.0,45.0,47.0,53.0,46.0,50.0,52.0,49.0,47.0,50.0,53.0,51.0,47.0,47.0,52.0,51.0,53.0,53.0,52.0,48.0,49.0,50.0,47.0,53.0,50.0,49.0,46.0,50.0,47.0,47.0,47.0,49.0,46.0,47.0,48.0,51.0,45.0,46.0,45.0,45.0,46.0,44.0,46.0,47.0,46.0,44.0,44.0
395009,237,"Punta Gorda, FL",msa,FL,37.0,36.0,35.0,38.0,41.0,42.0,42.0,41.0,41.0,41.0,39.0,35.0,39.0,36.0,35.0,37.0,38.0,41.0,41.0,39.0,37.0,29.0,36.0,36.0,38.0,35.0,37.0,41.0,40.0,40.0,39.0,40.0,41.0,40.0,39.0,38.0,37.0,37.0,36.0,40.0,40.0,39.0,40.0,38.0,38.0,36.0,37.0,35.0,37.0,34.0,35.0,35.0,35.0,37.0,34.0,36.0,35.0,43.0,40.0,34.0,37.0,30.0,33.0,36.0,35.0,37.0,37.0,35.0,36.0,32.0,32.0,32.0
395018,240,"Redding, CA",msa,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,11.0
394748,241,"Kingston, NY",msa,NY,46.0,39.0,41.0,40.0,42.0,38.0,37.0,39.0,41.0,39.0,38.0,39.0,38.0,40.0,38.0,35.0,39.0,37.0,40.0,41.0,43.0,42.0,44.0,40.0,48.0,47.0,41.0,42.0,49.0,45.0,39.0,44.0,47.0,50.0,54.0,58.0,53.0,55.0,58.0,55.0,54.0,51.0,51.0,55.0,54.0,52.0,56.0,65.0,73.0,70.0,62.0,65.0,65.0,62.0,60.0,61.0,60.0,62.0,53.0,58.0,62.0,59.0,59.0,57.0,60.0,59.0,57.0,62.0,57.0,58.0,58.0,58.0
394960,242,"Panama City, FL",msa,FL,35.0,32.0,31.0,31.0,31.0,33.0,34.0,38.0,38.0,41.0,43.0,41.0,44.0,43.0,33.0,35.0,35.0,32.0,36.0,35.0,38.0,36.0,38.0,37.0,41.0,34.0,32.0,42.0,47.0,40.0,38.0,38.0,31.0,36.0,41.0,41.0,17.0,24.0,34.0,39.0,41.0,40.0,38.0,43.0,41.0,38.0,38.0,37.0,40.0,36.0,36.0,36.0,36.0,37.0,34.0,34.0,36.0,34.0,36.0,33.0,33.0,31.0,30.0,32.0,32.0,33.0,34.0,32.0,33.0,31.0,31.0,31.0
394729,243,"Joplin, MO",msa,MO,36.0,33.0,29.0,33.0,37.0,38.0,35.0,37.0,32.0,36.0,31.0,36.0,31.0,32.0,31.0,31.0,36.0,35.0,35.0,33.0,35.0,36.0,37.0,44.0,44.0,40.0,38.0,38.0,39.0,38.0,35.0,27.0,34.0,39.0,40.0,40.0,42.0,39.0,41.0,39.0,40.0,42.0,39.0,40.0,39.0,41.0,39.0,37.0,36.0,40.0,39.0,36.0,36.0,39.0,34.0,36.0,36.0,37.0,34.0,31.0,30.0,31.0,33.0,33.0,34.0,35.0,34.0,30.0,35.0,32.0,33.0,36.0
394539,244,"Dover, DE",msa,DE,41.0,34.0,39.0,43.0,40.0,38.0,38.0,44.0,46.0,45.0,39.0,35.0,41.0,41.0,39.0,41.0,45.0,41.0,39.0,43.0,45.0,42.0,42.0,41.0,40.0,41.0,43.0,44.0,46.0,45.0,45.0,43.0,41.0,32.0,44.0,46.0,49.0,45.0,44.0,43.0,44.0,44.0,44.0,43.0,44.0,43.0,43.0,42.0,43.0,40.0,40.0,39.0,39.0,42.0,41.0,38.0,39.0,39.0,38.0,37.0,40.0,36.0,34.0,38.0,39.0,40.0,42.0,38.0,38.0,35.0,36.0,38.0
394559,245,"El Centro, CA",msa,CA,45.0,38.0,41.0,42.0,37.0,43.0,37.0,46.0,47.0,38.0,36.0,38.0,43.0,41.0,31.0,34.0,38.0,34.0,41.0,39.0,38.0,40.0,36.0,46.0,39.0,37.0,33.0,44.0,41.0,49.0,50.0,42.0,50.0,48.0,53.0,32.0,42.0,40.0,44.0,44.0,41.0,41.0,38.0,42.0,37.0,41.0,43.0,38.0,47.0,41.0,33.0,38.0,33.0,39.0,34.0,33.0,32.0,36.0,35.0,30.0,33.0,27.0,35.0,33.0,39.0,31.0,33.0,32.0,28.0,34.0,29.0,33.0
394712,246,"Jackson, TN",msa,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,33.0,34.0,38.0,30.0,21.0,26.0,37.0,34.0,36.0,33.0,35.0,37.0,34.0,32.0,35.0,32.0,32.0,35.0,34.0,31.0,33.0,32.0,32.0,35.0,36.0,36.0,34.0,36.0,34.0,32.0
395246,247,"Yuba City, CA",msa,CA,33.0,30.0,34.0,34.0,32.0,33.0,32.0,34.0,34.0,30.0,33.0,33.0,35.0,27.0,30.0,33.0,34.0,34.0,34.0,34.0,34.0,37.0,37.0,36.0,34.0,34.0,33.0,34.0,36.0,37.0,37.0,37.0,38.0,39.0,35.0,37.0,35.0,34.0,37.0,35.0,34.0,36.0,35.0,36.0,35.0,36.0,33.0,35.0,38.0,30.0,28.0,30.0,30.0,31.0,30.0,29.0,28.0,32.0,30.0,31.0,33.0,31.0,28.0,29.0,32.0,31.0,33.0,32.0,30.0,34.0,28.0,27.0
394406,248,"Bowling Green, KY",msa,KY,39.0,37.0,39.0,41.0,39.0,40.0,38.0,37.0,41.0,37.0,37.0,34.0,39.0,42.0,39.0,39.0,41.0,45.0,41.0,37.0,47.0,46.0,47.0,26.0,38.0,37.0,38.0,40.0,40.0,43.0,42.0,41.0,44.0,45.0,42.0,41.0,43.0,41.0,42.0,41.0,42.0,43.0,40.0,43.0,43.0,41.0,41.0,40.0,41.0,37.0,37.0,38.0,37.0,38.0,36.0,36.0,34.0,39.0,38.0,35.0,37.0,33.0,33.0,37.0,33.0,37.0,36.0,37.0,31.0,34.0,35.0,34.0
395119,249,"St. George, UT",msa,UT,,,,,,,,,,30.0,27.0,31.0,33.0,32.0,28.0,32.0,34.0,33.0,32.0,35.0,40.0,36.0,26.0,35.0,33.0,26.0,32.0,31.0,36.0,35.0,29.0,29.0,26.0,30.0,32.0,37.0,19.0,23.0,28.0,27.0,28.0,27.0,27.0,29.0,26.0,30.0,28.0,30.0,30.0,25.0,27.0,24.0,25.0,28.0,29.0,26.0,28.0,27.0,27.0,27.0,25.0,25.0,26.0,27.0,28.0,28.0,30.0,29.0,28.0,26.0,25.0,27.0
394896,250,"Muskegon, MI",msa,MI,41.0,36.0,32.0,38.0,40.0,37.0,37.0,40.0,41.0,30.0,38.0,39.0,36.0,32.0,36.0,36.0,38.0,38.0,38.0,38.0,34.0,41.0,39.0,39.0,34.0,31.0,37.0,38.0,41.0,20.0,33.0,41.0,40.0,40.0,40.0,38.0,38.0,39.0,37.0,35.0,36.0,36.0,36.0,34.0,37.0,38.0,35.0,37.0,38.0,33.0,32.0,30.0,32.0,33.0,33.0,32.0,31.0,34.0,32.0,32.0,34.0,30.0,30.0,31.0,29.0,31.0,33.0,31.0,31.0,35.0,33.0,32.0
394299,251,"Abilene, TX",msa,TX,26.0,25.0,25.0,26.0,26.0,26.0,24.0,25.0,28.0,26.0,24.0,23.0,23.0,25.0,23.0,25.0,26.0,24.0,26.0,26.0,27.0,25.0,25.0,22.0,25.0,25.0,26.0,29.0,28.0,27.0,28.0,26.0,27.0,29.0,29.0,26.0,28.0,26.0,27.0,27.0,28.0,30.0,29.0,27.0,28.0,28.0,27.0,26.0,28.0,28.0,25.0,33.0,34.0,39.0,35.0,32.0,33.0,35.0,33.0,33.0,32.0,32.0,34.0,33.0,37.0,34.0,35.0,34.0,34.0,33.0,34.0,32.0
394707,252,"Iowa City, IA",msa,IA,30.0,28.0,29.0,34.0,39.0,45.0,40.0,33.0,33.0,33.0,31.0,31.0,28.0,35.0,31.0,32.0,34.0,44.0,33.0,31.0,27.0,28.0,28.0,26.0,33.0,30.0,28.0,27.0,31.0,35.0,26.0,27.0,24.0,23.0,22.0,24.0,21.0,24.0,33.0,14.0,28.0,45.0,51.0,48.0,42.0,43.0,40.0,39.0,45.0,40.0,40.0,42.0,45.0,52.0,49.0,48.0,38.0,40.0,39.0,37.0,43.0,39.0,38.0,42.0,42.0,51.0,47.0,41.0,37.0,38.0,40.0,35.0
394351,253,"Auburn, AL",msa,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,35.0,40.0,37.0,40.0,38.0,35.0,22.0,30.0,37.0,39.0,36.0,35.0,35.0,36.0,38.0,36.0,34.0,33.0,33.0,35.0,35.0,34.0,33.0,34.0,32.0,31.0,32.0,38.0,25.0,33.0,32.0,38.0,37.0,36.0,35.0,29.0,32.0,33.0,34.0
394860,254,"Midland, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,31.0,37.0,39.0,39.0,42.0,39.0,39.0,39.0,40.0,39.0,37.0,42.0,37.0,38.0,37.0,37.0,39.0,36.0,37.0,36.0,33.0,37.0,35.0,36.0,33.0,33.0,36.0,35.0,37.0,35.0,33.0,34.0,34.0,32.0,39.0
753869,255,"Bloomington, IL",msa,IL,,,,,,,,,,,,,16.0,28.0,40.0,42.0,44.0,46.0,44.0,43.0,43.0,43.0,43.0,40.0,45.0,40.0,41.0,43.0,44.0,46.0,45.0,46.0,45.0,46.0,45.0,44.0,43.0,39.0,44.0,45.0,47.0,48.0,47.0,45.0,45.0,43.0,42.0,41.0,43.0,43.0,41.0,40.0,40.0,44.0,41.0,39.0,39.0,39.0,39.0,35.0,40.0,37.0,39.0,40.0,39.0,42.0,39.0,38.0,38.0,37.0,35.0,34.0
